Воин_ИД,Название,Длительность
17462,Portus,0
17462,General Counter-Spell,3
17465,Muffliato Charm,5
17465,Engorgement Charm,1
17465,General Counter-Spell,0
17468,General Counter-Spell,3
17468,Snake Summons Spell,4
17472,Engorgement Charm,4
17472,Slowing Charm,1
17478,Imperius Curse,4
17478,Fire-Making Spell,5
17478,Dissendium,2
17481,Levicorpus,0
17485,Oppugno Jinx,1
17485,Human Presence Revealing Spell,2
17485,Wand-Extinguishing Charm,2
17487,Levicorpus,5
17489,Levicorpus,2
17489,Cistem Aperio,3
17500,Snake Summons Spell,1
17500,Revulsion Jinx,2
17512,Levitation Charm,4
17512,Wand-Lighting Charm,1
17513,Cruciatus Curse,5
17518,Memory Charm,1
17523,Vera Verto,3
17523,Oppugno Jinx,3
17527,Engorgement Charm,1
17527,Snake Summons Spell,5
17528,Disarming Charm,0
17528,Repello Inimicum,3
17539,Boggart-Banishing Spell,4
17539,Spider repelling spell,1
17539,Memory Charm,1
17540,Shield Charm,4
17540,General Counter-Spell,2
17540,Piertotum Locomotor,1
17546,Muffliato Charm,2
17546,Engorgement Charm,3
17546,Exploding Charm,4
17547,Portus,5
17547,Incarcerous Spell,2
17553,Portus,5
17554,Portus,3
17554,Unlocking Charm,4
17560,Blasting Curse,1
17566,Wand-Extinguishing Charm,1
17567,Reverse Spell,2
17569,Incarcerous Spell,3
17569,Spider repelling spell,5
17577,Patronus Charm,2
17577,Disarming Charm,4
17588,Launch an object up into the air,0
17588,Locomotion Charm,3
17588,Lumos Solem Spell,3
17603,Boggart-Banishing Spell,1
17603,Salvio hexia,0
17603,Mending Charm,3
17614,Blasting Curse,0
17614,Unlocking Charm,4
17614,Protego totalum,4
17615,Piertotum Locomotor,5
17615,Unlocking Charm,5
17619,Oppugno Jinx,5
17619,Locking Spell,1
17619,Wand-Extinguishing Charm,5
17623,Dissendium,1
17623,Revelio Charm,4
17645,Engorgement Charm,1
17645,Impediment Jinx,0
17645,Cistem Aperio,5
17650,Launch an object up into the air,4
17650,Imperius Curse,5
17650,Oculus Reparo,3
17653,Levitation Charm,0
17653,Levicorpus,4
17653,Boggart-Banishing Spell,2
17655,Locking Spell,0
17655,Imperius Curse,5
17665,Disarming Charm,1
17666,Patronus Charm,5
17666,Wand-Lighting Charm,0
17667,Mending Charm,1
17667,Sectumsempra,2
17667,Dissendium,1
17671,Episkey,4
17671,Revulsion Jinx,1
17672,Locking Spell,1
17672,Revulsion Jinx,4
17676,Slowing Charm,2
17676,Salvio hexia,5
17676,Revulsion Jinx,5
17683,Patronus Charm,5
17683,Brackium Emendo,4
17683,Engorgement Charm,1
17686,Summoning Charm,5
17686,Snake-Vanishing Spell,3
17693,Reverse Spell,1
17693,Blasting Curse,1
17703,Killing Curse,2
17706,Revulsion Jinx,3
17707,Revulsion Jinx,3
17707,Salvio hexia,4
17712,Revulsion Jinx,0
17712,Human Presence Revealing Spell,1
17714,Tickling Charm,2
17720,Dissendium,4
17720,Disarming Charm,2
17721,Repello Inimicum,1
17723,Episkey,0
17723,Revulsion Jinx,2
17723,Protego Maxima,0
17732,Boggart-Banishing Spell,1
17732,Launch an object up into the air,0
17742,Episkey,1
17742,Human Presence Revealing Spell,1
17742,Water-Making Spell,0
17751,Wand-Lighting Charm,0
17751,Severing Charm,0
17753,Full Body-Bind Curse,5
17756,Blasting Curse,4
17756,Peskipiksi Pesternomi,2
17756,Leg-Locker Curse,0
17758,Summoning Charm,4
17758,Revelio Charm,1
17764,Slowing Charm,4
17764,Wand-Extinguishing Charm,2
17772,Shrinking Charm,1
17772,Leg-Locker Curse,2
17772,Lumos Solem Spell,3
17773,Spider repelling spell,1
17773,Fire-Making Spell,2
17773,Vera Verto,0
17776,Water-Making Spell,4
17785,Brackium Emendo,2
17793,Mending Charm,4
17812,Incarcerous Spell,5
17814,Muggle-Repelling Charm,4
17814,Blasting Curse,5
17815,Piertotum Locomotor,2
17815,Wand-Lighting Charm,0
17820,Engorgement Charm,1
17825,Repello Inimicum,2
17827,Freezing Charm,4
17827,Spider repelling spell,1
17827,Snake-Vanishing Spell,2
17829,Expulso Curse,4
17829,Cistem Aperio,2
17829,Levicorpus,2
17838,Levicorpus,5
17838,Reverse Spell,0
17840,Protego totalum,4
17843,Impediment Jinx,3
17843,Engorgement Charm,0
17847,Mending Charm,4
17847,Wand-Lighting Charm,4
17847,Leg-Locker Curse,2
17852,Muffliato Charm,4
17852,Wand-Lighting Charm,4
17853,Vera Verto,0
17854,Snake Summons Spell,0
17854,Engorgement Charm,4
17854,Boggart-Banishing Spell,5
17858,Oppugno Jinx,5
17858,Vera Verto,0
17862,Memory Charm,0
17862,Water-Making Spell,2
17862,Lumos Solem Spell,2
17866,Boggart-Banishing Spell,5
17866,Brackium Emendo,0
17866,Locomotion Charm,1
17868,Levicorpus,2
17868,Severing Charm,5
17868,Disarming Charm,5
17871,Snake Summons Spell,3
17871,Engorgement Charm,2
17871,Episkey,5
17877,Muffliato Charm,3
17877,Vera Verto,1
17880,Cistem Aperio,5
17880,Water-Making Spell,4
17884,Patronus Charm,1
17884,Memory Charm,4
17884,Piertotum Locomotor,1
17887,Reverse Spell,3
17887,Protego totalum,1
17888,Cistem Aperio,4
17888,Freezing Charm,2
17900,Lumos Solem Spell,2
17900,Reverse Spell,4
17902,Engorgement Charm,1
17903,Portus,0
17904,Protego Maxima,1
17904,Salvio hexia,0
17904,Sectumsempra,2
17910,Brackium Emendo,4
17910,Exploding Charm,5
17910,Levitation Charm,2
17927,Exploding Charm,5
17927,Episkey,5
17927,Salvio hexia,0
17932,Brackium Emendo,0
17932,Mending Charm,0
17934,Exploding Charm,0
17940,Vera Verto,4
17940,Levitation Charm,5
17940,Boggart-Banishing Spell,0
17952,Sectumsempra,0
17952,Exploding Charm,3
17960,General Counter-Spell,0
17960,Human Presence Revealing Spell,1
17960,Revulsion Jinx,3
17962,Cruciatus Curse,1
17962,Incarcerous Spell,4
17967,Muggle-Repelling Charm,3
17971,Shrinking Charm,4
17971,Severing Charm,3
17971,Imperius Curse,0
17973,Snake Summons Spell,1
17973,Cruciatus Curse,4
17974,Engorgement Charm,5
17974,Launch an object up into the air,2
17989,Lumos Solem Spell,3
17994,Wand-Extinguishing Charm,5
17994,Cruciatus Curse,4
17996,Wand-Extinguishing Charm,5
17996,Impediment Jinx,0
17996,Levitation Charm,2
17999,Repello Inimicum,2
17999,Tickling Charm,2
17999,Vera Verto,4
18001,Slowing Charm,3
18003,Shrinking Charm,5
18003,Mending Charm,1
18003,Episkey,4
18009,Dissendium,2
18010,Salvio hexia,1
18025,Launch an object up into the air,3
18029,Locking Spell,2
18029,Wand-Extinguishing Charm,0
18033,Imperius Curse,0
18033,Cruciatus Curse,1
18033,Levicorpus,3
18034,Engorgement Charm,5
18034,Imperius Curse,0
18034,Incarcerous Spell,2
18040,Tickling Charm,0
18043,Wand-Lighting Charm,1
18044,Snake Summons Spell,3
18044,Spider repelling spell,4
18044,Protego Maxima,1
18045,Reverse Spell,1
18056,Unlocking Charm,3
18056,Incarcerous Spell,1
18066,Stunning Spell,3
18066,Portus,1
18066,Blasting Curse,1
18068,Human Presence Revealing Spell,1
18068,Impediment Jinx,3
18068,Mending Charm,0
18073,Shrinking Charm,5
18073,Mending Charm,3
18074,Episkey,4
18074,Sectumsempra,2
18083,Dissendium,4
18083,Blasting Curse,4
18084,Dissendium,2
18084,Shield Charm,4
18084,Levicorpus,5
18085,Protego totalum,4
18091,Locomotion Charm,4
18091,Lumos Solem Spell,3
18091,Imperius Curse,2
18106,Lumos Maxima,0
18106,Protego Maxima,1
18108,Snake Summons Spell,0
18108,Sectumsempra,2
18114,Salvio hexia,5
18114,Tickling Charm,2
18116,Cistem Aperio,5
18116,Spider repelling spell,1
18117,Shield Charm,1
18117,Full Body-Bind Curse,5
18119,Levitation Charm,1
18119,Freezing Charm,4
18121,Cistem Aperio,2
18122,Fire-Making Spell,1
18122,Salvio hexia,0
18122,Slowing Charm,3
18124,Repello Inimicum,2
18125,Episkey,1
18134,Imperius Curse,0
18134,Wand-Extinguishing Charm,0
18138,Mending Charm,0
18138,Cistem Aperio,0
18138,Water-Making Spell,5
18140,Locking Spell,1
18141,Snake Summons Spell,4
18141,Oculus Reparo,4
18143,Full Body-Bind Curse,1
18145,Levitation Charm,2
18147,Cruciatus Curse,3
18147,Boggart-Banishing Spell,0
18154,Cistem Aperio,5
18154,Lumos Maxima,0
18154,Mending Charm,2
18162,Severing Charm,4
18162,Shrinking Charm,2
18166,Muggle-Repelling Charm,2
18166,Revulsion Jinx,0
18166,Levicorpus,5
18167,Slowing Charm,4
18167,Imperius Curse,4
18182,Incarcerous Spell,0
18185,Muffliato Charm,2
18191,Protego totalum,0
18198,Oppugno Jinx,4
18198,Repello Inimicum,4
18209,Piertotum Locomotor,0
18209,Mending Charm,1
18209,Oppugno Jinx,5
18214,Engorgement Charm,1
18214,Locomotion Charm,1
18214,General Counter-Spell,1
18220,Revulsion Jinx,1
18220,Severing Charm,2
18220,Brackium Emendo,0
18223,Summoning Charm,4
18223,Protego totalum,4
18223,Sectumsempra,2
18227,Disarming Charm,0
18227,Full Body-Bind Curse,0
18227,Revulsion Jinx,3
18228,Repello Inimicum,0
18228,Patronus Charm,1
18228,Brackium Emendo,5
18233,Oppugno Jinx,1
18235,Boggart-Banishing Spell,3
18235,General Counter-Spell,0
18235,Stunning Spell,4
18244,Snake Summons Spell,3
18244,Muffliato Charm,1
18245,Revelio Charm,5
18245,Slowing Charm,1
18245,Portus,0
18249,Muggle-Repelling Charm,1
18250,Patronus Charm,1
18252,Dissendium,2
18252,Severing Charm,3
18256,Patronus Charm,0
18256,Portus,4
18256,Levicorpus,3
18257,Repello Inimicum,1
18257,Unlocking Charm,3
18257,Imperius Curse,2
18267,Summoning Charm,0
18272,Piertotum Locomotor,3
18276,Snake Summons Spell,2
18276,Shield Charm,2
18279,Muffliato Charm,3
18279,Portus,0
18279,Launch an object up into the air,0
18282,Revelio Charm,1
18282,Summoning Charm,2
18282,Muggle-Repelling Charm,0
18283,Impediment Jinx,3
18286,Exploding Charm,5
18296,General Counter-Spell,0
18299,Salvio hexia,3
18301,Freezing Charm,2
18301,Exploding Charm,4
18301,Tickling Charm,1
18326,Muggle-Repelling Charm,1
18326,Salvio hexia,2
18326,Muffliato Charm,2
18331,Mending Charm,0
18333,Lumos Maxima,1
18333,Incarcerous Spell,0
18333,Protego totalum,0
18341,Muffliato Charm,0
18341,Imperius Curse,1
18342,Wand-Extinguishing Charm,1
18344,Disarming Charm,1
18344,Revulsion Jinx,4
18344,Repello Inimicum,2
18351,Killing Curse,1
18351,Sectumsempra,5
18357,Muffliato Charm,4
18357,Shrinking Charm,5
18357,Reverse Spell,5
18363,Locking Spell,0
18363,Shrinking Charm,1
18371,Brackium Emendo,1
18388,Revelio Charm,3
18388,Killing Curse,3
18389,Locomotion Charm,3
18393,Blasting Curse,1
18393,Cistem Aperio,4
18393,Lumos Solem Spell,1
18398,Piertotum Locomotor,1
18398,Water-Making Spell,2
18402,Summoning Charm,2
18412,Shield Charm,5
18412,Freezing Charm,2
18412,Snake Summons Spell,0
18417,Memory Charm,3
18417,Imperius Curse,4
18417,Exploding Charm,2
18422,Summoning Charm,2
18423,Dissendium,1
18423,Engorgement Charm,2
18423,Blasting Curse,4
18428,Salvio hexia,1
18435,Salvio hexia,0
18446,Muggle-Repelling Charm,0
18446,Revelio Charm,5
18448,Imperius Curse,1
18448,Wand-Extinguishing Charm,0
18448,Tickling Charm,5
18450,Levitation Charm,2
18450,Wand-Extinguishing Charm,2
18450,Spider repelling spell,4
18452,Stunning Spell,1
18452,Shield Charm,5
18452,Human Presence Revealing Spell,4
18454,Vera Verto,0
18457,Portus,3
18457,Dissendium,0
18457,Protego Maxima,5
18459,Incarcerous Spell,5
18460,Impediment Jinx,1
18460,Repello Inimicum,1
18460,Shield Charm,4
18462,Reverse Spell,1
18462,Salvio hexia,2
18467,Snake Summons Spell,1
18471,Expulso Curse,5
18491,Protego Maxima,0
18491,Oculus Reparo,1
18491,Blasting Curse,5
18493,Summoning Charm,3
18493,Mending Charm,3
18493,Sectumsempra,4
18494,Mending Charm,2
18494,Oppugno Jinx,2
18494,Levicorpus,2
18496,Incarcerous Spell,4
18496,Full Body-Bind Curse,1
18496,Episkey,2
18501,Expulso Curse,2
18502,Engorgement Charm,3
18511,Incarcerous Spell,0
18513,Muffliato Charm,0
18513,Spider repelling spell,1
18514,Water-Making Spell,4
18514,Locking Spell,5
18517,Impediment Jinx,4
18517,Summoning Charm,3
18519,Snake Summons Spell,1
18524,Wand-Extinguishing Charm,5
18525,Muggle-Repelling Charm,4
18525,Spider repelling spell,1
18525,Oculus Reparo,3
18533,Launch an object up into the air,1
18538,Patronus Charm,4
18538,Cistem Aperio,0
18539,Leg-Locker Curse,1
18543,Episkey,0
18543,Wand-Extinguishing Charm,5
18545,Wand-Extinguishing Charm,1
18545,Piertotum Locomotor,5
18545,Episkey,1
18548,Human Presence Revealing Spell,1
18548,Mending Charm,2
18551,Portus,0
18551,Slowing Charm,1
18556,Incarcerous Spell,0
18556,Piertotum Locomotor,1
18562,Portus,0
18571,Oculus Reparo,5
18573,Locomotion Charm,0
18573,Blasting Curse,4
18573,Memory Charm,0
18581,Full Body-Bind Curse,5
18586,Locking Spell,1
18586,Severing Charm,1
18593,Boggart-Banishing Spell,3
18593,Peskipiksi Pesternomi,1
18593,Shrinking Charm,1
18594,Leg-Locker Curse,3
18594,Killing Curse,0
18599,Slowing Charm,1
18602,Mending Charm,5
18604,Shield Charm,3
18605,Vera Verto,1
18605,Mending Charm,1
18610,Locomotion Charm,0
18611,Wand-Extinguishing Charm,3
18611,Human Presence Revealing Spell,2
18611,Fire-Making Spell,0
18621,Piertotum Locomotor,3
18621,Severing Charm,4
18624,Impediment Jinx,4
18624,Peskipiksi Pesternomi,1
18624,Patronus Charm,0
18632,Revulsion Jinx,5
18632,Oppugno Jinx,2
18640,Wand-Lighting Charm,5
18640,Locomotion Charm,3
18647,Portus,3
18652,Expulso Curse,5
18652,Imperius Curse,1
18664,Muggle-Repelling Charm,3
18675,Human Presence Revealing Spell,4
18679,Piertotum Locomotor,3
18679,Episkey,4
18679,Muffliato Charm,2
18688,Freezing Charm,0
18688,Episkey,1
18690,Stunning Spell,0
18693,Boggart-Banishing Spell,4
18693,Revulsion Jinx,5
18693,Revelio Charm,4
18696,Leg-Locker Curse,5
18696,Sectumsempra,3
18696,Wand-Extinguishing Charm,1
18703,Boggart-Banishing Spell,1
18703,Summoning Charm,0
18706,Incarcerous Spell,2
18706,Full Body-Bind Curse,2
18706,Disarming Charm,1
18708,Unlocking Charm,2
18708,Snake-Vanishing Spell,2
18711,General Counter-Spell,5
18711,Locomotion Charm,1
18714,Expulso Curse,3
18714,Dissendium,1
18717,Reverse Spell,3
18717,Oppugno Jinx,1
18717,Imperius Curse,0
18721,Cistem Aperio,2
18721,Wand-Lighting Charm,3
18726,Human Presence Revealing Spell,3
18728,Revulsion Jinx,4
18728,Memory Charm,5
18733,Memory Charm,1
18733,Levicorpus,5
18733,Shrinking Charm,4
18742,Memory Charm,4
18742,Freezing Charm,5
18743,Disarming Charm,3
18743,Engorgement Charm,2
18755,Impediment Jinx,1
18755,General Counter-Spell,3
18755,Cistem Aperio,1
18756,Incarcerous Spell,5
18756,Fire-Making Spell,3
18756,Lumos Solem Spell,0
18757,Muggle-Repelling Charm,2
18757,Freezing Charm,3
18763,Tickling Charm,4
18763,Peskipiksi Pesternomi,2
18767,Snake Summons Spell,3
18767,Levitation Charm,3
18768,Snake-Vanishing Spell,0
18768,Portus,5
18768,Tickling Charm,1
18784,Imperius Curse,3
18784,Sectumsempra,5
18785,Human Presence Revealing Spell,5
18798,Lumos Maxima,0
18798,Oppugno Jinx,4
18799,Vera Verto,4
18799,Revulsion Jinx,1
18801,Killing Curse,0
18801,Wand-Extinguishing Charm,1
18804,Cruciatus Curse,4
18804,Stunning Spell,4
18811,Peskipiksi Pesternomi,3
18811,Memory Charm,4
18811,Revelio Charm,1
18813,Stunning Spell,4
18813,Severing Charm,2
18813,Exploding Charm,2
18829,Memory Charm,0
18834,Patronus Charm,2
18834,Wand-Lighting Charm,3
18834,Disarming Charm,5
18836,Blasting Curse,5
18837,Dissendium,1
18837,Severing Charm,2
18837,Boggart-Banishing Spell,2
18838,Memory Charm,2
18838,Disarming Charm,1
18842,General Counter-Spell,3
18842,Piertotum Locomotor,4
18842,Wand-Lighting Charm,0
18850,Severing Charm,0
18850,Cistem Aperio,4
18865,Full Body-Bind Curse,1
18865,Locomotion Charm,4
18868,Revulsion Jinx,5
18872,Expulso Curse,5
18872,Brackium Emendo,4
18883,Revelio Charm,1
18885,Incarcerous Spell,4
18885,Salvio hexia,0
18885,Muggle-Repelling Charm,5
18892,Episkey,2
18900,Revelio Charm,5
18900,Stunning Spell,0
18905,Memory Charm,2
18912,Fire-Making Spell,2
18912,Lumos Maxima,5
18912,Leg-Locker Curse,1
18915,Lumos Solem Spell,5
18915,Imperius Curse,0
18924,Brackium Emendo,0
18924,Oculus Reparo,0
18936,Snake-Vanishing Spell,1
18936,Summoning Charm,1
18936,Killing Curse,2
18941,Protego Maxima,1
18941,Freezing Charm,0
18941,Human Presence Revealing Spell,5
18963,Salvio hexia,3
18963,Fire-Making Spell,2
18969,Impediment Jinx,1
18973,Leg-Locker Curse,0
18983,Lumos Maxima,1
18983,Patronus Charm,4
19004,Boggart-Banishing Spell,3
19004,Wand-Extinguishing Charm,5
19004,Lumos Solem Spell,2
19007,Launch an object up into the air,4
19007,Wand-Extinguishing Charm,5
19011,Piertotum Locomotor,4
19014,Freezing Charm,5
19016,Severing Charm,1
19019,Revelio Charm,2
19019,Fire-Making Spell,5
19027,Lumos Maxima,1
19027,Water-Making Spell,4
19034,Revulsion Jinx,2
19034,Levicorpus,0
19034,Brackium Emendo,1
19038,Oculus Reparo,0
19038,Lumos Solem Spell,0
19038,Leg-Locker Curse,1
19053,Cruciatus Curse,4
19053,Protego totalum,0
19053,Wand-Lighting Charm,1
19060,Imperius Curse,0
19060,Levitation Charm,1
19060,Episkey,2
19061,Oculus Reparo,2
19061,Tickling Charm,3
19061,Imperius Curse,3
19068,Exploding Charm,2
19068,Memory Charm,5
19068,Severing Charm,2
19069,Boggart-Banishing Spell,0
19069,Incarcerous Spell,1
19074,Snake Summons Spell,3
19074,Levicorpus,4
19074,Incarcerous Spell,2
19075,Shrinking Charm,0
19075,Wand-Lighting Charm,2
19078,Protego Maxima,3
19080,Cruciatus Curse,1
19081,Launch an object up into the air,2
19081,Wand-Extinguishing Charm,0
19081,Protego Maxima,4
19088,Salvio hexia,0
19089,Salvio hexia,3
19089,Oppugno Jinx,4
19089,Lumos Maxima,5
19091,Lumos Maxima,5
19091,Disarming Charm,0
19091,Leg-Locker Curse,0
19095,Muffliato Charm,0
19095,Sectumsempra,5
19095,Oculus Reparo,4
19103,Snake-Vanishing Spell,3
19103,Episkey,0
19106,Expulso Curse,5
19106,Summoning Charm,5
19107,Locking Spell,3
19107,Snake-Vanishing Spell,1
19113,Repello Inimicum,2
19113,Lumos Solem Spell,4
19119,Fire-Making Spell,4
19122,Disarming Charm,4
19122,Expulso Curse,0
19124,Stunning Spell,3
19124,Leg-Locker Curse,5
19124,Engorgement Charm,5
19129,Brackium Emendo,3
19132,Oculus Reparo,2
19132,Locomotion Charm,4
19132,Human Presence Revealing Spell,3
19138,Wand-Extinguishing Charm,0
19138,Brackium Emendo,4
19142,Brackium Emendo,5
19142,Memory Charm,0
19142,Muffliato Charm,1
19143,Wand-Lighting Charm,0
19143,Summoning Charm,0
19143,Leg-Locker Curse,1
19145,Protego Maxima,5
19158,Repello Inimicum,5
19158,Blasting Curse,4
19158,Human Presence Revealing Spell,5
19160,Engorgement Charm,5
19160,Episkey,4
19160,General Counter-Spell,2
19162,Lumos Maxima,2
19162,Disarming Charm,0
19162,Unlocking Charm,5
19175,Brackium Emendo,1
19177,Exploding Charm,3
19177,Reverse Spell,3
19182,Imperius Curse,4
19182,Expulso Curse,0
19182,Cistem Aperio,5
19183,Wand-Lighting Charm,4
19183,Human Presence Revealing Spell,3
19184,Muffliato Charm,3
19190,Stunning Spell,2
19191,Exploding Charm,0
19191,Cistem Aperio,2
19192,Blasting Curse,4
19192,Vera Verto,5
19193,Peskipiksi Pesternomi,5
19193,Blasting Curse,4
19199,Leg-Locker Curse,4
19206,Stunning Spell,1
19206,Episkey,2
19210,Muffliato Charm,5
19210,Patronus Charm,3
19213,Unlocking Charm,0
19213,Oppugno Jinx,3
19219,Memory Charm,1
19219,Launch an object up into the air,2
19222,Revelio Charm,2
19222,Lumos Maxima,3
19222,Levitation Charm,5
19226,Freezing Charm,2
19226,Repello Inimicum,4
19226,Oppugno Jinx,3
19230,Snake Summons Spell,4
19230,Full Body-Bind Curse,0
19230,Severing Charm,1
19236,General Counter-Spell,2
19239,Dissendium,0
19243,Summoning Charm,4
19243,Cistem Aperio,1
19248,Slowing Charm,3
19251,Cruciatus Curse,1
19251,Shrinking Charm,1
19251,Salvio hexia,1
19254,Levitation Charm,0
19254,Impediment Jinx,1
19254,Mending Charm,0
19261,Oculus Reparo,0
19265,Full Body-Bind Curse,4
19265,Incarcerous Spell,3
19267,Summoning Charm,1
19267,Full Body-Bind Curse,4
19267,Levitation Charm,5
19275,Shrinking Charm,2
19275,Launch an object up into the air,0
19277,Repello Inimicum,4
19277,Cistem Aperio,4
19278,Disarming Charm,0
19279,Leg-Locker Curse,2
19279,Oculus Reparo,1
19279,Boggart-Banishing Spell,1
19281,Memory Charm,4
19281,Sectumsempra,1
19281,Salvio hexia,3
19287,Freezing Charm,4
19298,General Counter-Spell,1
19301,Killing Curse,0
19301,Spider repelling spell,0
19301,Locomotion Charm,5
19308,Snake-Vanishing Spell,2
19308,Locomotion Charm,2
19309,Severing Charm,5
19309,Levicorpus,5
19316,Freezing Charm,1
19316,Leg-Locker Curse,1
19316,Levicorpus,4
19322,Unlocking Charm,5
19322,Leg-Locker Curse,0
19327,Sectumsempra,3
19332,Memory Charm,3
19343,Freezing Charm,4
19351,Sectumsempra,5
19359,Launch an object up into the air,1
19371,Wand-Lighting Charm,2
19372,Muggle-Repelling Charm,0
19372,Shield Charm,1
19373,Shield Charm,1
19373,Wand-Extinguishing Charm,1
19375,Severing Charm,3
19375,Mending Charm,0
19375,Protego Maxima,2
19378,Piertotum Locomotor,1
19384,Summoning Charm,2
19387,Wand-Lighting Charm,4
19387,Impediment Jinx,0
19387,Disarming Charm,4
19391,Revulsion Jinx,3
19393,Severing Charm,5
19393,Imperius Curse,0
19395,Piertotum Locomotor,0
19396,Protego Maxima,5
19396,Salvio hexia,1
19396,Peskipiksi Pesternomi,0
19400,Freezing Charm,4
19400,Protego totalum,5
19400,Dissendium,1
19403,Snake-Vanishing Spell,4
19403,Cruciatus Curse,3
19409,Snake-Vanishing Spell,0
19410,Boggart-Banishing Spell,4
19410,Revelio Charm,0
19410,Memory Charm,1
19417,Fire-Making Spell,5
19421,Shield Charm,3
19423,Killing Curse,2
19423,Lumos Solem Spell,0
19430,Summoning Charm,5
19430,Repello Inimicum,4
19435,Vera Verto,3
19438,Imperius Curse,1
19440,Incarcerous Spell,5
19440,Water-Making Spell,0
19441,Levicorpus,1
19441,General Counter-Spell,2
19455,Muggle-Repelling Charm,2
19455,Protego Maxima,4
19455,Piertotum Locomotor,3
19461,Freezing Charm,1
19467,Mending Charm,1
19467,Killing Curse,0
19467,Shield Charm,0
19469,Brackium Emendo,2
19470,Killing Curse,0
19471,Killing Curse,4
19471,Mending Charm,2
19477,Human Presence Revealing Spell,2
19477,Oppugno Jinx,0
19486,Protego Maxima,2
19486,Salvio hexia,1
19488,Leg-Locker Curse,3
19493,Expulso Curse,4
19493,Engorgement Charm,3
19493,Lumos Maxima,1
19496,Wand-Lighting Charm,5
19496,Lumos Solem Spell,5
19496,Incarcerous Spell,1
19506,Impediment Jinx,1
19520,Wand-Extinguishing Charm,4
19525,Leg-Locker Curse,5
19526,Imperius Curse,3
19526,Revelio Charm,1
19526,Sectumsempra,2
19530,Locking Spell,0
19534,Locking Spell,3
19542,Protego Maxima,1
19542,Wand-Lighting Charm,5
19547,Shield Charm,1
19547,Severing Charm,5
19547,Expulso Curse,5
19566,Muffliato Charm,2
19566,Shield Charm,0
19571,Cruciatus Curse,4
19572,Patronus Charm,4
19572,Wand-Lighting Charm,5
19573,Vera Verto,1
19573,Sectumsempra,0
19579,Water-Making Spell,3
19579,Lumos Solem Spell,1
19579,Leg-Locker Curse,0
19582,Incarcerous Spell,5
19587,Killing Curse,2
19591,Fire-Making Spell,5
19599,Freezing Charm,1
19599,Oppugno Jinx,2
19599,Reverse Spell,0
19602,Imperius Curse,0
19602,Brackium Emendo,2
19602,Unlocking Charm,1
19606,Expulso Curse,3
19607,Levicorpus,3
19611,Memory Charm,3
19611,Imperius Curse,5
19615,Human Presence Revealing Spell,1
19618,Wand-Lighting Charm,0
19618,Levicorpus,4
19621,Wand-Extinguishing Charm,1
19621,Freezing Charm,5
19621,Revulsion Jinx,0
19623,Vera Verto,1
19623,Severing Charm,0
19626,Peskipiksi Pesternomi,1
19626,Revelio Charm,1
19627,Severing Charm,2
19627,Blasting Curse,5
19627,Cruciatus Curse,2
19628,Brackium Emendo,0
19628,Fire-Making Spell,3
19632,Portus,4
19632,Imperius Curse,2
19632,Summoning Charm,5
19637,Freezing Charm,0
19659,Snake Summons Spell,5
19659,Severing Charm,4
19659,Snake-Vanishing Spell,1
19664,Snake Summons Spell,3
19664,Launch an object up into the air,0
19672,Slowing Charm,1
19673,Levicorpus,0
19673,Locomotion Charm,5
19674,Shrinking Charm,5
19678,Episkey,1
19678,Wand-Lighting Charm,4
19678,Full Body-Bind Curse,0
19681,Oppugno Jinx,1
19682,Full Body-Bind Curse,4
19682,Muffliato Charm,0
19682,Lumos Maxima,5
19685,Lumos Maxima,2
19685,Cistem Aperio,2
19686,Dissendium,1
19686,General Counter-Spell,5
19690,Shield Charm,1
19690,Peskipiksi Pesternomi,4
19690,Spider repelling spell,0
19697,Leg-Locker Curse,2
19704,Lumos Solem Spell,0
19704,Locomotion Charm,2
19709,Patronus Charm,5
19711,Shrinking Charm,1
19711,Patronus Charm,0
19711,Revulsion Jinx,2
19715,Blasting Curse,1
19715,Protego totalum,3
19715,Locking Spell,4
19716,Levicorpus,0
19716,Lumos Maxima,1
19716,Blasting Curse,5
19717,Full Body-Bind Curse,4
19717,Slowing Charm,5
19720,Leg-Locker Curse,0
19720,Levicorpus,2
19720,Wand-Lighting Charm,5
19729,Impediment Jinx,5
19729,Levitation Charm,2
19731,Imperius Curse,2
19731,Memory Charm,5
19735,Wand-Extinguishing Charm,0
19745,Lumos Solem Spell,1
19747,Unlocking Charm,0
19748,Freezing Charm,0
19748,Engorgement Charm,0
19748,Brackium Emendo,0
19752,Sectumsempra,2
19752,Revelio Charm,3
19756,Oculus Reparo,0
19756,Engorgement Charm,2
19759,Oculus Reparo,1
19762,Reverse Spell,2
19762,Shrinking Charm,2
19777,Wand-Lighting Charm,5
19778,Locomotion Charm,0
19778,Launch an object up into the air,2
19779,Wand-Lighting Charm,0
19780,Tickling Charm,3
19780,Reverse Spell,4
19783,Cistem Aperio,1
19789,Levicorpus,1
19789,Snake Summons Spell,2
19790,Killing Curse,2
19790,Water-Making Spell,1
19790,Locking Spell,5
19791,General Counter-Spell,3
19791,Engorgement Charm,4
19796,Engorgement Charm,0
19796,Wand-Lighting Charm,1
19796,Expulso Curse,1
19797,Episkey,0
19797,Human Presence Revealing Spell,5
19802,Oppugno Jinx,1
19805,Patronus Charm,2
19805,Shrinking Charm,5
19811,Launch an object up into the air,0
19811,Locking Spell,4
