ЧЛВК_ИД,ТИП_ВОИНА,ПРЕДВОДИТЕЛЬ_ИД,ЗДОРОВЬЕ,БРОНЯ,ОРУЖИЕ
39515,DendroidGuard,74010,90,26,14
39516,SkeletonWarrior,4231,69,68,35
39518,Gog,38855,21,28,1
39519,DiamondGolem,21785,29,45,9
39520,PowerLich,44522,55,17,42
39521,Marksman,27991,14,47,91
39522,Basilisk,31305,88,62,47
39523,GnollMarauder,21153,32,66,59
39524,Magog,59250,50,37,74
39526,LizardWarrior,81951,31,84,39
39530,Sprite,78690,60,40,100
39534,HornedDemon,23952,12,30,89
39540,ArchDevil,43635,90,24,4
39542,Orc,20844,14,56,85
39543,Gog,10846,28,6,70
39545,Scorpicore,48691,89,99,88
39549,RoyalGriffin,31491,95,94,50
39551,PitLord,40239,6,24,46
39552,ObsidianGargoyle,64476,42,36,97
39553,Hobgoblin,24589,28,55,1
39554,Cerberus,4240,84,23,100
39556,DiamondGolem,4141,92,11,97
39557,Marksman,2496,15,71,46
39558,Naga,42612,2,10,54
39559,WyvernMonarch,26479,64,42,61
39562,Gorgon,41917,69,15,89
39563,SkeletonWarrior,85472,77,21,61
39565,InfernalTroglodyte,36026,47,28,84
39566,Beholder,26072,98,66,37
39567,MagmaElemental,71955,79,58,27
39569,Wight,31474,99,10,11
39570,PitFiend,84017,92,65,35
39573,FireElemental,96451,83,27,70
39574,OgreMage,22887,22,56,2
39576,IceElemental,88234,11,94,43
39577,OrcChieftain,60954,44,57,100
39579,Cavalier,66501,54,29,93
39581,Gorgon,87451,43,9,70
39582,StormElemental,47620,73,100,10
39583,Roc,66901,18,48,79
39584,GrandElf,34586,6,48,27
39585,Mummy,61591,17,97,39
39586,RoyalGriffin,34675,1,4,48
39588,SilverPegasus,34698,18,94,55
39589,ChaosHydra,83908,94,14,17
39590,AirElemental,89381,7,50,48
39591,ArchDevil,88212,98,89,27
39593,BlackKnight,73965,43,80,82
39595,Archangel,8740,97,95,50
39598,ObsidianGargoyle,72889,95,19,52
39599,Sharpshooter,81957,49,73,50
39600,Angel,79122,79,46,1
39601,Archangel,86272,66,39,94
39603,WolfRaider,18895,31,92,17
39605,PitLord,67606,88,100,88
39610,OgreMage,44313,53,64,60
39611,GnollMarauder,42200,70,14,32
39612,Ogre,51638,38,25,49
39613,EarthElemental,6247,78,77,69
39615,Troll,45119,3,63,40
39616,Halfling,92142,10,99,4
39617,Hobgoblin,59851,12,19,49
39620,Thunderbird,85850,3,97,38
39622,Wraith,73543,17,14,97
39623,StoneGargoyle,2489,32,78,15
39624,Harpy,10801,8,62,64
39626,WoodElf,83797,21,5,44
39627,LizardWarrior,35846,48,76,28
39629,Troglodyte,77910,85,23,69
39632,DreadKnight,55867,16,14,91
39634,SkeletonWarrior,27257,4,54,48
39635,Halberdier,66347,79,17,13
39638,Cavalier,61650,66,33,55
39640,Sharpshooter,1644,88,95,84
39641,WalkingDead,69149,69,28,86
39643,Troll,6684,76,6,63
39644,Cerberus,7011,84,35,67
39645,Pegasus,59551,16,5,71
39648,Cyclops,67093,42,75,19
39649,WaterElemental,95776,57,55,17
39650,Archangel,27707,79,8,53
39653,BlackKnight,58933,96,96,64
39654,PowerLich,5374,98,18,74
39656,HellHound,49047,1,82,35
39657,ArchMage,26479,73,68,65
39666,SkeletonWarrior,564,76,80,93
39667,OrcChieftain,69263,48,23,30
39668,WarUnicorn,87897,16,78,49
39669,Troglodyte,22809,94,96,72
39670,CyclopsKing,50764,10,99,81
39671,StoneGargoyle,84555,62,68,32
39674,FaerieDragon,97137,50,83,49
39675,Lich,59701,70,1,6
39678,Orc,21631,90,6,7
39679,AzureDragon,47556,84,53,17
39680,IceElemental,72703,48,30,11
39685,Pegasus,80630,65,49,70
39688,Genie,18584,66,2,66
39690,SerpentFly,46364,5,2,69
39691,Crusader,79099,32,48,41
39692,DragonFly,23658,82,35,64
39693,WoodElf,99269,75,6,66
39695,InfernalTroglodyte,13090,53,59,54
39697,Sprite,10014,41,11,73
39698,OrcChieftain,99535,87,19,85
39699,HornedDemon,34634,14,58,41
39700,HarpyHag,86020,79,54,14
39701,Efreet,62728,74,5,63
39704,ArchDevil,7053,3,48,62
39710,Wyvern,36484,4,31,31
39711,GrandElf,80802,88,82,19
39712,Boar,6079,63,68,53
39715,HornedDemon,54855,13,39,83
39717,NagaQueen,99425,38,55,65
39718,Mummy,79251,17,74,52
39720,RoyalGriffin,79410,54,13,6
39721,Manticore,25706,14,87,92
39724,Mage,55389,100,72,82
39726,FireElemental,98126,7,50,99
39727,ArchMage,84099,43,43,76
39728,Vampire,75606,20,89,82
39729,Mummy,31982,30,74,48
39730,Demon,57867,57,66,46
39731,Sharpshooter,18371,52,32,14
39735,MagicElemental,88375,70,77,98
39736,Devil,48607,87,89,48
39738,GhostDragon,14385,39,81,95
39739,MagmaElemental,16851,68,57,8
39741,MinotaurKing,19632,34,50,32
39743,Troll,64773,18,57,3
39746,AncientBehemoth,1771,45,96,11
39747,Thunderbird,21218,92,52,94
39748,WalkingDead,32506,93,10,16
39749,Gorgon,16839,89,32,94
39751,Mummy,33213,72,6,5
39754,Peasant,43148,3,70,99
39761,HellHound,78509,40,75,65
39762,Skeleton,95882,45,56,71
39764,InfernalTroglodyte,69336,9,88,78
39766,Imp,3220,48,50,67
39768,HarpyHag,89344,27,68,66
39769,DragonFly,53440,3,68,93
39770,Nomad,3418,5,94,7
39771,Sprite,94793,26,91,61
39772,BattleDwarf,62548,16,47,99
39774,Wight,81600,65,15,81
39775,Roc,54697,62,46,84
39777,Pegasus,27224,97,55,74
39782,MagicElemental,97636,52,15,75
39783,Pegasus,98227,38,67,64
39785,Centaur,22087,41,90,97
39788,Peasant,27728,66,28,41
39789,HornedDemon,1032,74,65,100
39791,Troglodyte,30190,50,3,35
39793,GhostDragon,84797,56,24,54
39794,GoldDragon,31407,84,89,57
39795,VampireLord,64228,24,14,13
39801,Gorgon,85750,24,83,95
39803,EvilEye,76622,29,7,71
39804,BlackDragon,11437,35,58,82
39805,Troglodyte,54051,3,9,73
39806,EarthElemental,16233,45,28,80
39809,VampireLord,54719,50,36,53
39811,RoyalGriffin,68371,71,43,40
39812,Gog,58108,97,90,74
39813,WalkingDead,74047,64,81,6
39816,Beholder,98876,60,15,22
39817,Medusa,41499,85,7,7
39820,Behemoth,81134,63,89,9
39821,DiamondGolem,95175,59,28,49
39824,Demon,2758,56,27,64
39826,Mummy,77433,56,84,80
39827,Vampire,48905,53,19,2
39829,Cyclops,89140,43,97,76
39830,Angel,70016,64,37,10
39831,Genie,13982,34,47,41
39833,Troll,6763,70,24,81
39834,RedDragon,75692,97,55,85
39837,Imp,33279,11,35,35
39839,CrystalDragon,31713,44,41,45
39842,MinotaurKing,40799,71,14,28
39843,Familiar,60880,65,12,40
39844,Devil,21416,47,28,20
39846,Troglodyte,4901,85,1,90
39847,Manticore,3738,49,29,95
39849,Gnoll,47504,70,68,27
39850,Halfling,23422,46,30,93
39852,WoodElf,79540,50,26,35
39855,ArchMage,27698,54,3,1
39856,GhostDragon,63262,94,77,29
39857,Lizardman,70408,31,100,29
39860,InfernalTroglodyte,13852,49,54,61
39861,Nomad,50917,41,65,52
39862,Griffin,30841,67,86,63
39863,Wyvern,99888,37,65,65
39864,DragonFly,41716,24,34,66
39865,StoneGargoyle,13050,78,10,39
39866,LizardWarrior,14037,49,87,3
39874,HarpyHag,13618,45,5,79
39877,Scorpicore,81407,51,35,52
39878,BattleDwarf,35062,4,55,17
39879,Vampire,68648,41,27,98
39880,Marksman,51549,51,91,11
39882,Basilisk,27907,2,58,68
39884,MasterGenie,42860,87,87,3
39885,Peasant,67277,28,88,51
39886,Troglodyte,7782,86,70,75
39887,Zealot,33135,6,20,60
39890,WarUnicorn,51461,97,86,43
39892,Skeleton,12522,57,76,13
39893,Wyvern,56107,17,15,58
39894,NagaQueen,34650,9,28,28
39896,Lizardman,13611,17,33,43
39897,MasterGremlin,94508,99,56,52
39900,Pegasus,24327,6,92,23
39901,GoldGolem,71572,94,47,59
39902,Behemoth,2695,97,61,18
39905,Manticore,3839,47,65,2
39907,HellHound,89900,87,35,32
39910,Gog,4428,45,4,71
39911,Scorpicore,87192,38,85,61
39913,Demon,88916,68,66,16
39915,Demon,5346,11,81,50
39918,EarthElemental,1677,9,75,100
39919,Pikeman,46690,63,100,69
39920,EvilEye,95541,57,94,88
39922,Troglodyte,85123,7,28,30
39923,EfreetSultan,15998,5,24,33
39924,WolfRider,15023,18,85,26
39928,PowerLich,13852,83,82,100
39929,WyvernMonarch,19785,91,6,90
39930,Beholder,11928,14,2,32
39933,MagicElemental,37157,71,12,11
39934,Angel,10301,33,64,57
39935,Enchanter,70611,21,99,17
39936,Minotaur,70812,2,30,73
39939,Boar,64300,44,4,39
39940,BoneDragon,28078,53,45,31
39942,BlackDragon,52063,3,97,70
39944,Orc,14598,16,20,70
39947,Swordsman,64106,24,68,56
39949,GnollMarauder,4390,87,38,37
39950,Gnoll,97316,91,43,6
39952,DragonFly,12247,35,63,19
39953,CyclopsKing,16056,81,1,67
39955,Monk,64413,1,42,8
39956,Cerberus,64431,26,15,12
39957,FaerieDragon,17446,66,59,84
39958,VampireLord,69806,68,59,23
39959,Troglodyte,65016,32,23,68
39960,Troglodyte,64819,9,52,2
39961,AncientBehemoth,99563,24,40,22
39962,FireElemental,67277,56,7,47
39964,Centaur,10173,98,80,43
39966,Basilisk,10728,40,97,48
39967,GrandElf,55226,30,34,6
39971,Marksman,73563,37,100,84
39972,MasterGenie,83766,22,90,29
39974,Lich,28374,98,50,98
39977,MasterGenie,4694,84,70,21
39978,Cerberus,33370,80,62,84
39979,Cavalier,16078,42,81,42
39980,MinotaurKing,16107,53,43,18
39982,ArchDevil,60037,15,46,4
39983,PitFiend,95052,64,26,64
39984,WolfRaider,77056,58,87,67
39986,StoneGolem,77678,88,89,72
39988,BlackKnight,53371,54,17,41
39991,Rogue,66356,29,87,89
39992,Wight,30422,83,50,97
39995,Scorpicore,96409,21,87,90
39996,Devil,64956,18,29,39
39999,SkeletonWarrior,92978,68,42,71
40006,StormElemental,95522,66,78,32
40007,WaterElemental,7599,30,59,31
40009,Mummy,85761,97,96,85
40010,Thunderbird,47541,41,63,6
40011,Efreet,55523,44,87,54
40012,PsychicElemental,61488,83,68,96
40013,Gremlin,67859,20,17,64
40014,Cavalier,41019,98,43,26
40016,MedusaQueen,54991,85,52,11
40018,WarUnicorn,70126,14,70,98
40021,GoldDragon,5087,60,53,79
40023,Manticore,32786,79,88,46
40026,Titan,17515,39,88,53
40028,PitFiend,66483,91,42,100
40030,Swordsman,81275,46,28,81
40034,MagmaElemental,78660,38,100,99
40036,WoodElf,27305,22,50,44
40037,BoneDragon,18532,53,82,48
40039,Griffin,32728,79,29,73
40040,MagicElemental,16005,97,82,83
40042,DendroidSoldier,97785,50,11,90
40043,MightyGorgon,95986,25,15,71
40044,Troglodyte,43085,94,73,68
40047,Cerberus,92154,14,21,32
40048,EarthElemental,38139,53,63,32
40050,Pikeman,65851,67,86,7
40051,Medusa,18598,10,14,40
40053,BattleDwarf,4346,97,36,88
40054,Orc,56042,88,4,1
40056,ArchDevil,3676,16,45,75
40059,EfreetSultan,63790,14,3,43
40060,Griffin,85080,1,97,1
40062,Ogre,40835,89,84,60
40063,HarpyHag,81368,86,56,52
40064,MagmaElemental,39492,22,97,14
40065,Scorpicore,49679,13,88,24
40066,AirElemental,15860,23,17,54
40068,FaerieDragon,73377,71,45,86
40076,InfernalTroglodyte,37713,32,31,92
40077,Zealot,89863,63,68,26
40080,Peasant,80147,54,14,33
40081,Manticore,13080,94,65,4
40082,Sharpshooter,79288,76,40,89
40083,GreenDragon,28752,39,97,85
40085,Goblin,88479,86,78,31
40089,RedDragon,44274,60,20,40
40092,EfreetSultan,77678,33,55,21
40093,Efreet,67342,29,35,54
40094,Beholder,22907,52,98,90
40095,GoldGolem,60174,13,85,42
40097,Cyclops,79389,22,1,89
40099,Cyclops,97267,95,59,82
40100,GoldGolem,8408,15,81,75
40102,Behemoth,38541,60,71,43
40103,Rogue,80409,12,41,17
40104,Firebird,9931,20,24,82
40105,Archangel,67263,22,49,41
40106,RustDragon,9443,46,53,21
40107,IceElemental,395,79,21,74
40108,LizardWarrior,71314,71,22,83
40109,Beholder,18543,57,66,41
40110,Manticore,93865,39,78,19
40112,Halberdier,4930,19,70,16
40115,InfernalTroglodyte,15023,87,11,88
40117,CentaurCaptain,16439,100,18,27
40119,Minotaur,32544,3,90,44
40121,Demon,68477,91,90,33
40122,AirElemental,87011,95,87,41
40123,StoneGolem,10455,80,23,33
40124,FireElemental,24025,52,33,69
40125,CentaurCaptain,83019,26,88,17
40128,OrcChieftain,93007,47,12,96
40129,IceElemental,10143,9,60,3
40130,Sharpshooter,23503,32,45,10
40133,Titan,53541,97,51,75
40134,IceElemental,73741,42,87,46
40136,GnollMarauder,6045,17,66,13
40137,Firebird,44990,64,22,78
40139,Cyclops,85429,32,27,89
40143,Cyclops,71209,77,90,97
40144,AncientBehemoth,83797,26,26,31
40148,Pixie,18148,32,55,14
40150,HornedDemon,96419,53,91,23
40152,GoldDragon,84805,48,65,56
40154,Cerberus,16674,41,76,64
40157,Beholder,90192,90,33,74
40158,Genie,77287,39,41,31
40159,Unicorn,41365,73,87,69
40160,EnergyElemental,4558,24,1,55
40162,WyvernMonarch,19532,65,90,67
40166,Titan,53191,44,61,83
40167,PitFiend,61495,29,3,62
40170,IceElemental,91906,73,69,72
40171,BlackKnight,83139,45,63,94
40172,Goblin,47172,56,9,28
40173,Pegasus,70161,85,52,24
40176,BattleDwarf,56141,20,23,11
40178,Boar,31179,49,92,83
40179,InfernalTroglodyte,3563,25,43,82
40180,Centaur,69227,7,8,39
40182,Nomad,69483,23,35,79
40183,OgreMage,87781,52,95,1
40184,CrystalDragon,10451,61,20,63
40185,NagaQueen,66135,64,90,16
40186,GrandElf,45390,3,17,23
40187,Angel,72462,65,43,82
40188,Griffin,43942,46,45,41
40191,SilverPegasus,98502,86,24,2
40193,Zombie,44764,55,31,75
40194,Cavalier,53183,15,87,82
40195,GhostDragon,19656,98,28,92
40196,Harpy,69540,74,61,66
40197,Devil,37561,73,90,96
40198,Griffin,57433,29,88,38
40199,Pikeman,38939,97,58,13
40201,Genie,56042,91,56,6
40202,Giant,59766,50,61,85
40204,Sharpshooter,47660,32,7,23
40205,EnergyElemental,25465,24,2,76
40206,HarpyHag,77646,26,38,7
40207,Unicorn,27671,78,49,28
40209,HornedDemon,321,44,55,13
40210,Manticore,36887,25,85,42
40211,Archangel,86771,30,89,74
40214,Archer,39594,75,68,72
40216,Archer,3881,39,77,81
40217,Giant,75695,18,18,12
40219,FireElemental,85599,95,88,18
40220,WolfRider,54163,87,22,96
40222,Devil,92072,17,75,7
40223,PsychicElemental,15968,100,76,72
40224,VampireLord,75480,11,30,31
40227,DiamondGolem,80833,33,67,49
40231,HornedDemon,77508,5,88,97
40232,FaerieDragon,86115,27,66,97
40233,WolfRider,66809,100,13,56
40235,PowerLich,10223,37,4,89
40238,Hydra,23933,18,55,45
40240,Boar,29990,87,66,60
40241,Imp,85296,8,73,82
40242,Genie,36520,4,63,54
40245,Firebird,77015,65,35,90
40248,Crusader,78509,64,83,58
40252,Halfling,25987,71,32,3
40253,GreenDragon,44864,85,29,53
40259,Lizardman,10780,49,74,60
40260,Pikeman,50165,26,8,75
40263,CentaurCaptain,67380,93,38,35
40264,MedusaQueen,34638,4,38,17
40265,CyclopsKing,91247,89,99,59
40266,Zombie,26469,96,53,81
40268,Minotaur,73718,2,40,31
40269,Unicorn,59532,20,41,29
40271,Pikeman,76245,50,56,89
40272,Gorgon,33463,57,32,16
40273,GhostDragon,19532,10,14,84
40275,Vampire,5392,32,82,94
40276,Medusa,65680,1,87,54
40277,Gnoll,45080,31,20,34
40279,GrandElf,6532,69,22,60
40280,GhostDragon,18820,99,98,47
40282,HornedDemon,33578,8,7,34
40283,RustDragon,11015,65,54,65
40285,EfreetSultan,86103,47,83,54
40286,DreadKnight,18834,44,25,62
40287,EvilEye,60218,91,47,37
40288,BlackDragon,34638,100,61,33
40290,HarpyHag,43627,17,35,76
40291,Thunderbird,1833,14,97,97
40292,ArchMage,19150,16,33,44
40295,Demon,66176,77,69,13
40296,DendroidGuard,13024,69,90,55
40300,WyvernMonarch,87482,2,68,69
40302,Titan,55867,76,46,52
40303,Roc,24829,94,10,94
40311,Imp,62151,44,100,93
40312,BlackDragon,17115,42,50,48
40313,Gremlin,14129,13,36,29
40317,DendroidSoldier,48848,43,24,99
40318,Naga,29469,3,2,86
40320,NagaQueen,15416,64,6,44
40322,BlackKnight,98162,21,58,29
40323,Crusader,12502,20,67,89
40325,RoyalGriffin,93862,65,72,26
40330,Hydra,15999,95,46,1
40331,Orc,96300,44,42,91
40332,Titan,71314,43,55,17
40337,GhostDragon,57606,99,25,47
40344,Nomad,81188,13,49,3
40345,DendroidSoldier,15294,5,48,15
40346,Giant,4663,90,79,90
40347,SkeletonWarrior,10550,8,68,38
40349,PsychicElemental,840,34,84,86
40351,Cavalier,85198,2,47,71
40352,MinotaurKing,37137,4,18,28
40354,Wight,91044,39,57,5
40355,Magog,71449,29,17,39
40357,ObsidianGargoyle,15813,39,28,56
40358,Cavalier,15645,56,2,4
40359,DendroidGuard,65335,39,21,90
40360,Enchanter,75492,49,38,44
40362,Thunderbird,76792,54,76,34
40364,Enchanter,96294,88,89,87
40365,GrandElf,39969,47,29,92
40367,GoldGolem,67905,34,87,66
40368,PsychicElemental,62312,76,22,41
40370,MasterGremlin,15378,17,67,74
40373,Marksman,51631,63,42,6
40375,DreadKnight,79317,1,10,52
40376,Troll,92334,57,35,36
40377,Swordsman,50284,60,78,73
40379,RoyalGriffin,17681,57,31,80
40381,LizardWarrior,79441,84,35,92
40382,ChaosHydra,8575,84,87,93
40383,Manticore,36045,89,60,77
40384,ArchMage,77280,60,60,64
40385,Pixie,84993,99,22,43
40386,MedusaQueen,33075,16,62,61
40387,HornedDemon,9300,19,73,94
40389,Gog,65658,24,99,10
40390,Hobgoblin,13994,77,45,98
40391,ObsidianGargoyle,2108,13,72,54
40392,Peasant,14014,7,44,70
40393,Cerberus,28692,59,47,89
40398,Centaur,16044,7,7,23
40400,Skeleton,88457,69,73,17
40402,Swordsman,41938,12,95,64
40406,Swordsman,56052,74,16,11
40408,Gnoll,6223,37,46,26
40411,Lizardman,16615,18,8,72
40413,AzureDragon,87531,23,70,59
40414,OrcChieftain,67859,7,70,77
40415,Orc,53877,57,27,16
40416,Halberdier,43217,17,97,62
40418,Halfling,88693,18,94,85
40419,BattleDwarf,1670,88,16,86
40421,FaerieDragon,91814,3,74,50
40423,Pikeman,23410,63,15,8
40424,Titan,33288,44,18,48
40426,Lich,70285,20,14,7
40428,MedusaQueen,45607,83,71,57
40430,GoldDragon,92040,51,46,52
40431,Minotaur,41742,7,48,65
40433,GnollMarauder,42158,19,4,20
40435,IceElemental,16310,93,6,9
40436,Enchanter,24348,80,32,78
40437,Archer,39541,48,29,49
40440,BoneDragon,15546,65,58,35
40441,Hydra,67221,20,18,4
40442,Skeleton,29607,73,98,30
40444,Naga,65736,24,93,66
40445,Enchanter,85247,30,71,43
40447,WyvernMonarch,55017,62,35,35
40448,AncientBehemoth,26839,88,89,81
40450,Gremlin,56731,73,2,35
40454,LizardWarrior,39946,27,7,90
40461,WalkingDead,9873,2,58,39
40464,ArchMage,95517,80,9,43
40465,Halberdier,3857,22,43,71
40466,Troglodyte,86230,58,53,20
40467,WolfRaider,56297,40,35,17
40468,Cyclops,25732,44,26,57
40471,SilverPegasus,46861,94,94,79
40472,Demon,35848,39,94,65
40473,Sharpshooter,31755,86,28,80
40474,DendroidSoldier,98220,70,17,88
40475,WarUnicorn,79214,80,15,38
40476,Magog,19182,100,63,86
40477,Firebird,18011,28,28,21
40478,OgreMage,59314,96,45,10
40479,DendroidSoldier,45357,40,31,5
40480,Pegasus,53735,70,57,7
40484,Pikeman,20542,40,66,64
40486,GnollMarauder,14385,38,74,22
40488,MedusaQueen,35413,69,57,98
40489,Crusader,70126,39,3,49
40490,Archangel,74860,29,67,3
40492,Cyclops,18392,14,29,3
40496,Marksman,94179,74,8,69
40497,GoldGolem,83011,68,56,95
40499,Roc,76510,66,79,55
40500,Giant,51588,53,83,58
40504,Gog,94879,79,17,15
40505,DragonFly,80712,50,55,46
40506,Archer,77463,63,89,68
40507,Dwarf,23329,35,93,16
40508,Efreet,67342,81,5,39
40510,MedusaQueen,93845,69,83,61
40511,Champion,11564,97,22,49
40512,PsychicElemental,74891,17,88,40
40514,Goblin,1282,7,39,73
40516,IronGolem,95559,83,30,40
40517,SilverPegasus,93637,100,12,87
40521,FaerieDragon,73549,70,53,4
40528,Medusa,68623,98,99,24
40530,Titan,32040,85,57,52
40531,Wraith,77908,69,91,29
40534,MagicElemental,13094,58,80,93
40539,Wyvern,39074,51,23,71
40540,Giant,13868,77,54,89
40542,Demon,10710,47,60,19
40543,Ogre,71242,53,57,26
40545,Devil,74964,19,93,49
40546,WolfRaider,3734,94,81,32
40547,SerpentFly,76103,89,65,76
40548,Marksman,90988,60,4,70
40549,Phoenix,24638,98,16,17
40551,Boar,73902,28,72,25
40558,Hydra,27508,64,12,100
40559,FaerieDragon,5479,34,80,46
40562,Wraith,77535,96,91,88
40566,DreadKnight,59275,77,88,49
40567,StoneGargoyle,87035,98,10,96
40571,EarthElemental,36121,72,72,5
40572,RedDragon,2002,88,9,15
40573,GnollMarauder,36280,90,50,52
40575,PitLord,60909,71,73,65
40577,Gremlin,84714,97,52,40
40582,Orc,11497,70,37,10
40583,WoodElf,42702,28,82,36
40585,ArchDevil,47618,16,60,35
40587,CyclopsKing,20324,95,86,65
40590,Lich,26513,18,74,86
40591,HornedDemon,22531,33,45,33
40593,Hydra,70506,97,87,21
40594,Centaur,97043,75,61,54
40595,IceElemental,14660,57,20,62
40596,DendroidSoldier,7169,40,79,29
40599,Halfling,80161,38,14,39
40600,Archer,14277,77,62,58
40602,NagaQueen,48498,26,85,41
40606,Mummy,47095,68,84,45
40609,ArchDevil,40556,77,100,2
40610,Ogre,65987,31,79,58
40611,WolfRaider,61494,61,29,46
40613,FaerieDragon,72227,5,67,58
40614,BlackDragon,91108,26,30,8
40615,Wight,34178,93,61,50
40616,GhostDragon,71106,35,44,76
40624,WaterElemental,87414,15,1,56
40626,Crusader,84238,55,55,74
40628,MightyGorgon,83949,54,61,15
40629,Ogre,77799,95,49,59
40630,IronGolem,94940,55,36,75
40631,AzureDragon,92447,98,42,80
40635,AirElemental,14151,1,57,81
40638,Devil,58498,81,55,63
40639,Centaur,1717,63,32,34
40640,GnollMarauder,74323,69,31,5
40641,Pegasus,89862,82,50,21
40642,Minotaur,86262,97,76,30
40644,MightyGorgon,28164,79,42,72
40646,Hobgoblin,63041,39,95,100
40647,EarthElemental,85635,56,26,13
40648,Peasant,63080,100,89,75
40649,Thunderbird,27078,70,77,42
40651,DreadKnight,3113,86,62,49
40653,BlackKnight,93182,72,32,15
40655,Hobgoblin,76839,59,10,44
40659,Devil,11941,61,39,93
40660,Gog,51957,64,54,30
40661,Thunderbird,93481,39,6,22
40665,Dwarf,61624,1,26,86
40667,Hobgoblin,28629,35,24,69
40669,Halberdier,46680,94,88,87
40671,Centaur,49150,2,10,63
40674,BoneDragon,18392,77,11,14
40675,DragonFly,57394,87,83,62
40676,Skeleton,49905,73,87,61
40677,StoneGolem,53371,89,32,5
40682,Rogue,13043,98,98,58
40683,Naga,16314,31,10,60
40684,MasterGenie,91965,85,31,2
40685,Wight,49351,64,66,28
40689,Efreet,40663,67,48,79
40690,WolfRaider,84940,43,47,78
40692,MasterGremlin,35543,97,88,23
40693,Manticore,25859,12,28,44
40697,Hydra,15007,80,75,76
40699,FireElemental,40052,40,99,63
40703,MasterGremlin,21503,40,26,44
40707,Manticore,56952,47,78,50
40708,Gorgon,4798,42,98,85
40709,WalkingDead,16334,40,87,14
40710,Hydra,85064,13,85,4
40711,Cerberus,12963,65,72,76
40712,LizardWarrior,76876,78,43,65
40713,Familiar,41336,3,69,86
40717,LizardWarrior,24597,43,25,56
40718,GoldDragon,60972,95,27,20
40719,Gremlin,54855,80,90,62
40721,HarpyHag,49003,1,17,97
40723,GreaterBasilisk,20486,94,66,80
40724,Harpy,74692,47,39,3
40728,Harpy,13606,37,34,73
40730,Crusader,71697,6,77,87
40731,SilverPegasus,18911,17,16,24
40733,SkeletonWarrior,56374,79,46,39
40734,Gorgon,68579,27,46,1
40735,Enchanter,13783,98,11,64
40736,Roc,36828,37,85,8
40741,Behemoth,8926,88,39,19
40742,Cerberus,30339,74,13,12
40746,Gnoll,37002,42,96,93
40747,Magog,13857,55,22,80
40748,Boar,23755,70,59,11
40752,Lich,22044,69,57,96
40754,WalkingDead,49871,47,53,92
40755,WoodElf,63986,59,32,78
40757,SkeletonWarrior,66359,92,33,2
40758,Genie,44473,80,39,87
40762,HellHound,50277,97,8,14
40764,Pixie,32566,33,90,86
40765,Goblin,48036,55,67,68
40766,StormElemental,87860,94,2,33
40768,LizardWarrior,35566,5,4,7
40769,DiamondGolem,91864,5,55,62
40772,Behemoth,65994,26,23,82
40773,DreadKnight,30478,95,61,68
40776,HellHound,45260,7,92,88
40781,Enchanter,18682,67,99,17
40783,Champion,83080,80,79,4
40784,Zombie,5024,57,42,40
40785,DragonFly,82710,50,75,71
40786,Archangel,87843,24,89,5
40788,Goblin,42584,17,81,8
40789,Wraith,61584,92,41,99
40791,Familiar,25505,95,13,92
40793,Familiar,81033,12,47,2
40795,Imp,7454,95,3,24
40798,CyclopsKing,79297,24,44,98
40800,RustDragon,79432,27,95,68
40803,Wyvern,72673,70,42,73
40804,Centaur,20661,25,27,8
40806,Champion,8842,60,100,51
40808,EnergyElemental,53830,12,51,89
40809,Archer,81121,21,88,48
40812,InfernalTroglodyte,34498,32,28,19
40819,DendroidSoldier,53954,95,82,48
40821,Gremlin,46503,7,42,22
40825,Peasant,64106,18,39,18
40826,OgreMage,78858,33,82,25
40827,Monk,13770,22,81,28
40828,MagmaElemental,34629,20,62,57
40829,FaerieDragon,10542,40,7,22
40830,Lich,9564,69,55,97
40832,Griffin,25442,22,72,2
40833,MasterGremlin,93356,98,81,26
40836,Giant,61612,56,32,94
40837,BoneDragon,54084,29,7,40
40838,Gog,5941,26,59,75
40840,GoldDragon,61611,75,35,80
40842,DendroidSoldier,49048,11,62,100
40844,Archer,65874,58,12,62
40845,Devil,28866,45,47,38
40846,MinotaurKing,17562,81,90,65
40847,PowerLich,3653,21,9,92
40848,ArchDevil,3843,22,28,8
40850,Gremlin,34695,36,96,98
40852,SkeletonWarrior,20271,39,62,71
40854,MightyGorgon,4335,9,74,64
40855,MightyGorgon,57547,34,33,29
40856,Nomad,127,83,66,24
40857,Wraith,44785,73,14,99
40858,Mummy,5989,7,35,38
40859,Vampire,44551,36,30,39
40861,Scorpicore,19532,65,26,17
40867,Troll,18087,78,91,17
40869,IceElemental,49763,71,80,13
40870,Beholder,69105,78,75,31
40873,Imp,58132,25,74,67
40879,Sharpshooter,78122,31,17,28
40882,EfreetSultan,95460,67,23,91
40886,Swordsman,77089,27,85,82
40889,ArchMage,69457,63,90,56
40891,HornedDemon,44458,77,72,70
40892,ChaosHydra,53410,74,48,88
40893,DendroidGuard,74325,59,18,87
40895,DreadKnight,1641,19,44,79
40896,HornedDemon,78235,2,1,42
40898,Cavalier,43962,62,15,27
40901,Wraith,103,1,17,44
40902,Medusa,31078,84,76,36
40903,Firebird,60658,20,16,11
40904,Roc,6532,16,28,42
40905,Swordsman,41953,82,63,64
40906,Peasant,52671,34,63,21
40908,WoodElf,68063,68,44,45
40909,Orc,87585,2,89,79
40910,Halfling,2754,66,1,69
