ИД,Страна,Город,Широта,Долгота
39491,US,Los_Angeles, 33.92946, -116.97725
39492,TH,Bangkok, 15.46063, 99.89166
39493,BR,Bahia, -11.48472, -37.93278
39494,RU,Yekaterinburg, 58.04254, 65.27258
39495,US,Chicago, 44.73941, -93.12577
39496,JP,Tokyo, 35.82756, 137.95378
39497,PH,Manila, 10.13361, 124.84472
39498,ES,Madrid, 38.68712, -4.10734
39499,GB,London, 50.79205, -1.08593
39500,BR,Sao_Paulo, -19.7625, -44.31389
39501,AU,Brisbane, -27.50578, 153.10236
39502,US,New_York, 40.68066, -73.47429
39503,IN,Kolkata, 15.5439, 73.7553
39504,RS,Belgrade, 44.97639, 19.61222
39505,TR,Istanbul, 37.58105, 29.26639
39506,FR,Paris, 48.79325, 2.29275
39507,RU,Yekaterinburg, 58.7002, 59.4839
39508,BR,Recife, -8.05389, -34.88111
39509,IN,Kolkata, 9.57046, 76.32756
39510,US,New_York, 40.67705, -73.89125
39511,US,Los_Angeles, 46.32374, -120.00865
39512,JM,Jamaica, 18.00747, -76.78319
39513,IT,Rome, 44.59445, 11.04979
39514,CD,Lubumbashi, 0.76755, 24.43973
39515,IT,Rome, 41.24264, 16.50104
39516,IR,Tehran, 36.64852, 51.49621
39517,FR,Paris, 48.90982, 2.45012
39518,PH,Manila, 14.66, 120.56528
39519,TW,Taipei, 23.5654, 119.58627
39520,IN,Kolkata, 18.51957, 73.85535
39521,BR,Bahia, -10.95817, -38.79084
39522,UA,Kiev, 47.56494, 31.33078
39523,RE,Reunion, -20.88231, 55.4504
39524,MX,Mexico_City, 19.32932, -98.1664
39525,GB,London, 53.69786, -2.68758
39526,UZ,Tashkent, 41.29444, 69.67639
39527,US,New_York, 40.64621, -73.97069
39528,DE,Berlin, 51.47805, 6.8625
39529,CG,Brazzaville, -4.26613, 15.28318
39530,JP,Tokyo, 36.53333, 136.61667
39531,US,New_York, 39.71734, -74.96933
39532,US,Chicago, 45.16024, -93.08883
39533,UZ,Samarkand, 40.11583, 67.84222
39534,CZ,Prague, 49.144482, 15.006139
39535,NG,Lagos, 11.86064, 9.0027
39536,JP,Tokyo, 44.35056, 142.45778
39537,IN,Kolkata, 28.98002, 77.70636
39538,KZ,Qyzylorda, 44.85278, 65.50917
39539,DE,Berlin, 48.46458, 9.22796
39540,IN,Kolkata, 11.50526, 77.23826
39541,RU,Novokuznetsk, 55.8736, 85.4265
39542,US,Chicago, 42.24113, -88.3162
39543,GB,London, 52.68333, 0.93333
39544,ES,Madrid, 43.31667, -2.68333
39545,NZ,Auckland, -38.65333, 178.00417
39546,US,Chicago, 29.84576, -90.10674
39547,IN,Kolkata, 22.4711, 88.1453
39548,LR,Monrovia, 7.57944, -8.53778
39549,US,Chicago, 41.84364, -87.71255
39550,US,New_York, 27.09978, -82.45426
39551,RS,Belgrade, 44.22639, 22.53083
39552,CN,Shanghai, 37.73222, 115.70111
39553,CN,Urumqi, 46.51872, 86.00214
39554,MY,Kuala_Lumpur, 1.6561, 103.6032
39555,IE,Dublin, 53.43333, -7.95
39556,IN,Kolkata, 27.9247, 78.40102
39557,BR,Fortaleza, -4.16694, -40.7475
39558,AT,Vienna, 47.05, 15.46667
39559,RU,Krasnoyarsk, 55.54028, 89.20083
39560,DE,Berlin, 50.64336, 7.2278
39561,PK,Karachi, 25.80565, 68.49143
39562,US,New_York, 41.66394, -83.55521
39563,UZ,Tashkent, 41.29444, 69.67639
39564,US,Los_Angeles, 33.52253, -117.70755
39565,CN,Shanghai, 37.65181, 120.33063
39566,UZ,Tashkent, 41.29444, 69.67639
39567,ET,Addis_Ababa, 11.85, 38.01667
39568,AU,Sydney, -33.75881, 150.99292
39569,KH,Phnom_Penh, 13.65805, 102.56365
39570,US,New_York, 34.06635, -84.67837
39571,IN,Kolkata, 18.87813, 72.93924
39572,US,New_York, 40.72371, -73.95097
39573,US,Boise, 43.54072, -116.56346
39574,CZ,Prague, 49.738430, 13.373637
39575,IT,Rome, 42.67164, 14.01481
39576,US,Detroit, 42.97086, -82.42491
39577,DE,Berlin, 48.06919, 11.37703
39578,US,Los_Angeles, 32.9156, -117.14392
39579,US,New_York, 43.16547, -77.70066
39580,CH,Zurich, 47.30997, 8.52462
39581,JP,Tokyo, 34.81667, 137.4
39582,IN,Kolkata, 14.62072, 74.83554
39583,JP,Tokyo, 34.9, 137.5
39584,RU,Yekaterinburg, 51.78771, 56.36091
39585,ET,Addis_Ababa, 6.03333, 37.55
39586,ID,Makassar, 3.31332, 117.59152
39587,ET,Addis_Ababa, 11.85, 38.01667
39588,CZ,Prague, 49.593777, 17.250879
39589,US,New_York, 39.71734, -74.96933
39590,US,Los_Angeles, 47.76232, -122.2054
39591,CA,Toronto, 42.8334, -80.38297
39592,TR,Istanbul, 39.12074, 27.18052
39593,FR,Paris, 46.32313, -0.45877
39594,ES,Madrid, 38.68712, -4.10734
39595,RU,Moscow, 44.98901, 38.94324
39596,FR,Paris, 43.2907, 5.4384
39597,FR,Paris, 41.91886, 8.73812
39598,NZ,Auckland, -44.39672, 171.25364
39599,US,New_York, 26.91756, -82.07842
39600,US,Phoenix, 33.50921, -111.89903
39601,RU,Moscow, 55.38752, 36.73307
39602,ID,Jakarta, -6.48167, 106.85417
39603,RU,Irkutsk, 51.82721, 107.60627
39604,KZ,Aqtobe, 47.83333, 59.6
39605,BR,Maceio, -10.90889, -37.03861
39606,US,New_York, 42.52787, -70.92866
39607,GB,London, 55.82737, -4.0573
39608,US,Los_Angeles, 47.38093, -122.23484
39609,DE,Berlin, 52.4581, 13.28702
39610,FR,Paris, 48.90472, 2.2469
39611,BE,Brussels, 51.21187, 4.25633
39612,GN,Conakry, 9.535, -13.68778
39613,US,New_York, 27.09978, -82.45426
39614,RU,Moscow, 60.02427, 30.28491
39615,MG,Antananarivo, -19.65, 47.31667
39616,CA,Vancouver, 50.26729, -119.27337
39617,DK,Copenhagen, 55.67938, 12.53463
39618,HT,Port-au-Prince, 18.57677, -72.22625
39619,IN,Kolkata, 28.92694, 78.23456
39620,US,Detroit, 42.30865, -83.48216
39621,US,Chicago, 41.80753, -87.65644
39622,TH,Bangkok, 8.43333, 99.96667
39623,CN,Shanghai, 23.02677, 113.13148
39624,BR,Sao_Paulo, -26.22861, -52.67056
39625,MY,Kuala_Lumpur, 1.6, 103.81667
39626,BG,Sofia, 43.4125, 23.225
39627,BR,Sao_Paulo, -20.87306, -48.29694
39628,PA,Panama, 8.88988, -79.62603
39629,US,Chicago, 37.95143, -91.77127
39630,SY,Damascus, 34.5624, 38.28402
39631,MT,Malta, 35.89972, 14.51472
39632,MY,Kuala_Lumpur, 1.6561, 103.6032
39633,IN,Kolkata, 25.66795, 85.83636
39634,GB,London, 51.35084, -1.99421
39635,IT,Rome, 45.9836, 12.70038
39636,IN,Kolkata, 12.1277, 78.15794
39637,US,Los_Angeles, 34.09668, -117.71978
39638,US,Chicago, 36.02506, -86.77917
39639,US,Chicago, 44.27804, -88.27205
39640,US,New_York, 26.91756, -82.07842
39641,BD,Dhaka, 23.9028, 89.11943
39642,IN,Kolkata, 25.87498, 86.59611
39643,MX,Mexico_City, 19.32889, -99.32556
39644,PH,Manila, 12.37169, 123.62494
39645,IT,Rome, 37.31065, 13.57661
39646,NE,Niamey, 13.70727, 9.15013
39647,MX,Mexico_City, 20.74122, -100.44843
39648,IN,Kolkata, 26.2649, 81.54855
39649,US,Chicago, 40.56754, -89.64066
39650,NG,Lagos, 10.61285, 12.19458
39651,IN,Kolkata, 14.46693, 75.92694
39652,CZ,Prague, 49.144482, 15.006139
39653,US,Los_Angeles, 46.32374, -120.00865
39654,US,New_York, 42.93369, -72.27814
39655,PL,Warsaw, 50.20528, 19.27498
39656,NZ,Auckland, -38.65333, 178.00417
39657,CZ,Prague, 49.144482, 15.006139
39658,IT,Rome, 37.31065, 13.57661
39659,GB,London, 53.46506, -1.47217
39660,ES,Madrid, 38.96667, -0.18333
39661,PH,Manila, 12.35275, 121.06761
39662,IN,Kolkata, 12.25282, 79.41727
39663,IN,Kolkata, 23.07492, 88.28637
39664,IN,Kolkata, 25.66795, 85.83636
39665,MX,Mexico_City, 21.01858, -101.2591
39666,DE,Berlin, 48.52961, 12.16179
39667,ZA,Johannesburg, -24.19436, 29.00974
39668,ET,Addis_Ababa, 6.03333, 37.55
39669,RU,Moscow, 54.8421, 46.5813
39670,FR,Paris, 48, -4.1
39671,DE,Berlin, 51.88333, 8.51667
39672,ES,Madrid, 42.8139, -1.64295
39673,CR,Costa_Rica, 10.63504, -85.43772
39674,TH,Bangkok, 8.43333, 99.96667
39675,KZ,Almaty, 43.41949, 77.0202
39676,US,New_York, 28.15112, -82.46148
39677,TH,Bangkok, 13.8196, 100.04427
39678,US,New_York, 41.9001, -71.08977
39679,TR,Istanbul, 38.37255, 34.02537
39680,BE,Brussels, 50.56149, 4.69889
39681,RU,Volgograd, 50.06, 43.2379
39682,DZ,Algiers, 36.76775, 2.95924
39683,US,New_York, 39.96097, -75.60804
39684,CA,Glace_Bay, 46.1351, -60.1831
39685,CN,Shanghai, 32.54278, 111.50861
39686,JP,Tokyo, 34.81667, 137.4
39687,IN,Kolkata, 9.57046, 76.32756
39688,FR,Paris, 48, -4.1
39689,BR,Sao_Paulo, -22.45667, -47.53028
39690,IN,Kolkata, 11.00599, 77.5609
39691,US,Los_Angeles, 45.53929, -122.38731
39692,DE,Berlin, 48.73218, 11.18709
39693,DZ,Algiers, 36.06386, 4.62744
39694,DE,Berlin, 48.52961, 12.16179
39695,RU,Irkutsk, 51.82721, 107.60627
39696,NL,Amsterdam, 52.57583, 6.61944
39697,DE,Berlin, 50.80019, 7.20769
39698,NG,Lagos, 11.86064, 9.0027
39699,UA,Kiev, 46.75451, 33.34864
39700,MY,Kuala_Lumpur, 4.02219, 101.02083
39701,FR,Paris, 48.98994, 2.1699
39702,US,Los_Angeles, 36.06523, -119.01677
39703,IN,Kolkata, 18.18158, 76.03889
39704,RU,Moscow, 64.5635, 39.8302
39705,MX,Mexico_City, 20.22816, -103.5687
39706,GH,Accra, 6.46346, -2.31938
39707,UA,Kiev, 51.67822, 33.9162
39708,US,Chicago, 32.44874, -99.73314
39709,CZ,Prague, 50.23271, 12.87117
39710,CN,Shanghai, 34.86472, 117.55417
39711,CA,Toronto, 45.44868, -73.81669
39712,RW,Kigali, -1.9487, 30.4347
39713,EE,Tallinn, 59.37722, 28.19028
39714,GB,London, 55.82737, -4.0573
39715,RU,Yekaterinburg, 51.78771, 56.36091
39716,US,Chicago, 44.73941, -93.12577
39717,DE,Berlin, 53.6052, 10.03988
39718,RU,Yekaterinburg, 56.11281, 69.49015
39719,HN,Tegucigalpa, 15.48131, -86.57415
39720,MX,Mexico_City, 17.94979, -94.91386
39721,GB,London, 56.56317, -2.58736
39722,US,Chicago, 42.55308, -87.93341
39723,IN,Kolkata, 9.57046, 76.32756
39724,US,New_York, 39.71734, -74.96933
39725,MK,Skopje, 42, 21.32778
39726,TN,Tunis, 35.72917, 10.58082
39727,MX,Mexico_City, 20.21322, -100.88023
39728,RU,Moscow, 53.93361, 37.92792
39729,CN,Shanghai, 23.02677, 113.13148
39730,US,New_York, 42.52787, -70.92866
39731,DZ,Algiers, 35.21222, 2.31889
39732,ME,Podgorica, 42.28639, 18.84
39733,CN,Shanghai, 45.35, 126.28333
39734,RU,Samara, 53.37596, 51.3452
39735,CO,Bogota, 5.6561, -75.87877
39736,RU,Moscow, 53.53395, 33.72798
39737,US,New_York, 40.24537, -75.64963
39738,PH,Manila, 10.13361, 124.84472
39739,IT,Rome, 40.87363, 14.34085
39740,IT,Rome, 45.50369, 11.412
39741,US,New_York, 38.96372, -76.99081
39742,BR,Sao_Paulo, -22.92306, -53.13722
39743,IT,Rome, 40.87363, 14.34085
39744,US,New_York, 40.60538, -73.75513
39745,FR,Paris, 50.75, 2.25
39746,GB,London, 53.46506, -1.47217
39747,KG,Bishkek, 40.93333, 73
39748,CZ,Prague, 49.820923, 18.262524
39749,US,Chicago, 45.16024, -93.08883
39750,GB,London, 51.39323, 0.47713
39751,TR,Istanbul, 37.58105, 29.26639
39752,CA,Glace_Bay, 46.1351, -60.1831
39753,UA,Zaporozhye, 47.48444, 36.25361
39754,CM,Douala, 4.96667, 10.7
39755,IN,Kolkata, 28.71271, 77.656
39756,RU,Moscow, 44.98901, 38.94324
39757,UZ,Tashkent, 41.29444, 69.67639
39758,BR,Bahia, -10.95817, -38.79084
39759,US,New_York, 41.50343, -74.01042
39760,IN,Kolkata, 26.44931, 91.61356
39761,NL,Amsterdam, 52.26083, 7.00417
39762,US,New_York, 40.72816, -74.07764
39763,RU,Moscow, 56.03361, 35.96944
39764,BR,Sao_Paulo, -28.44917, -52.2
39765,US,Los_Angeles, 33.72255, -116.37697
39766,GB,London, 50.11861, -5.53715
39767,DZ,Algiers, 36.27462, 4.85668
39768,CA,Toronto, 43.86682, -79.2663
39769,CO,Bogota, 3.8801, -77.03116
39770,BE,Brussels, 50.74497, 3.20639
39771,CZ,Prague, 50.073658, 14.418540
39772,CR,Costa_Rica, 10.63504, -85.43772
39773,IT,Rome, 44.89784, 8.86374
39774,RO,Bucharest, 44.43579, 26.01649
39775,RU,Yekaterinburg, 60.97944, 76.92421
39776,BR,Sao_Paulo, -23.7975, -48.59278
39777,US,Chicago, 42.24113, -88.3162
39778,AU,Sydney, -34.88422, 150.60036
39779,AO,Luanda, -11.78333, 19.91667
39780,ES,Madrid, 42.8139, -1.64295
39781,US,New_York, 42.35843, -71.05977
39782,SA,Riyadh, 27.0174, 49.62251
39783,IT,Rome, 41.24264, 16.50104
39784,US,New_York, 26.91756, -82.07842
39785,US,New_York, 40.2737, -76.88442
39786,CD,Lubumbashi, -8.73508, 24.99798
39787,ES,Madrid, 43.48961, -8.2194
39788,US,New_York, 39.71734, -74.96933
39789,LK,Colombo, 6.9909, 79.883
39790,NL,Amsterdam, 52.26083, 7.00417
39791,GM,Banjul, 13.56667, -15.6
39792,DE,Berlin, 48.52961, 12.16179
39793,UG,Kampala, 2.41669, 30.98551
39794,RU,Moscow, 54.90083, 38.07083
39795,CZ,Prague, 49.820923, 18.262524
39796,US,New_York, 40.57788, -73.95958
39797,RU,Moscow, 64.5635, 39.8302
39798,DE,Berlin, 51.21667, 6.26667
39799,RE,Reunion, -20.88231, 55.4504
39800,CH,Zurich, 46.18396, 6.10237
39801,TR,Istanbul, 38.13708, 41.00817
39802,US,Phoenix, 33.35283, -111.78903
39803,US,Los_Angeles, 34.09668, -117.71978
39804,US,Honolulu, 20.88953, -156.47432
39805,IT,Rome, 40.53123, 17.58522
39806,US,Los_Angeles, 33.52253, -117.70755
39807,ID,Makassar, -1.26753, 116.82887
39808,CN,Shanghai, 24.28859, 116.11768
39809,MT,Malta, 35.89972, 14.51472
39810,JP,Tokyo, 43.82634, 144.09638
39811,BE,Brussels, 50.88506, 4.07601
39812,PR,Puerto_Rico, 18.42745, -67.15407
39813,BR,Sao_Paulo, -21.42917, -45.94722
39814,SE,Stockholm, 59.33333, 18.28333
39815,GB,London, 53.83333, -2.98333
39816,CN,Shanghai, 36.19278, 117.65694
39817,BR,Maceio, -10.91722, -37.65
39818,TR,Istanbul, 40.1675, 34.37389
39819,CU,Havana, 22.98212, -80.58556
39820,GH,Accra, 7.06273, -1.4001
39821,CO,Bogota, 5.6561, -75.87877
39822,IN,Kolkata, 9.82564, 78.25795
39823,LY,Tripoli, 24.96334, 10.18003
39824,CN,Shanghai, 23.02677, 113.13148
39825,KR,Seoul, 34.8825, 128.62667
39826,US,New_York, 37.52487, -77.55777
39827,CA,Edmonton, 53.51684, -113.3187
39828,IN,Kolkata, 28.71271, 77.656
39829,UA,Kiev, 46.75451, 33.34864
39830,MY,Kuching, 5.90702, 116.10146
39831,IL,Jerusalem, 31.39547, 34.75699
39832,ES,Madrid, 41.91738, 3.1631
39833,RU,Moscow, 60.02427, 30.28491
39834,NG,Lagos, 6.15038, 6.83042
39835,LK,Colombo, 6.9909, 79.883
39836,DE,Berlin, 50.09019, 8.4493
39837,UA,Kiev, 49.07866, 30.96755
39838,RU,Moscow, 53.77166, 38.12408
39839,DE,Berlin, 48.52961, 12.16179
39840,DE,Berlin, 50.80019, 7.20769
39841,MQ,Martinique, 14.67751, -60.94228
39842,ID,Jakarta, -7.01833, 107.60389
39843,US,Los_Angeles, 34.95303, -120.43572
39844,US,Los_Angeles, 46.32374, -120.00865
39845,US,New_York, 41.54566, -71.29144
39846,US,New_York, 41.9001, -71.08977
39847,DE,Berlin, 53.59337, 9.47629
39848,ID,Jakarta, -7.01833, 107.60389
39849,US,New_York, 32.54044, -82.90375
39850,IN,Kolkata, 25.49043, 85.94001
39851,US,Los_Angeles, 33.93113, -117.54866
39852,IN,Kolkata, 10.10649, 76.35484
39853,ET,Addis_Ababa, 11.85, 38.01667
39854,IT,Rome, 43.78956, 7.60872
39855,RU,Moscow, 55.62047, 37.49338
39856,FI,Helsinki, 65.84811, 24.14662
39857,US,New_York, 35.88264, -80.08199
39858,US,New_York, 27.09978, -82.45426
39859,DE,Berlin, 49.13645, 8.91229
39860,RU,Moscow, 55.62047, 37.49338
39861,JP,Tokyo, 35, 136.51667
39862,CN,Shanghai, 38.40917, 112.73333
39863,IN,Kolkata, 24.41288, 76.56719
39864,CZ,Prague, 48.975658, 14.480255
39865,BR,Fortaleza, -4.42472, -41.45861
39866,BR,Manaus, -3.14306, -58.44417
39867,JP,Tokyo, 35.82756, 137.95378
39868,XK,Belgrade, 42.62833, 20.89389
39869,JP,Tokyo, 35.815, 139.6853
39870,NI,Managua, 13.48082, -86.58208
39871,IT,Rome, 45.9836, 12.70038
39872,UA,Kiev, 47.56494, 31.33078
39873,GB,London, 51.39148, -0.29825
39874,IN,Kolkata, 20.88197, 85.83334
39875,US,New_York, 39.71734, -74.96933
39876,FR,Paris, 50.75, 2.25
39877,IN,Kolkata, 16.06213, 76.0586
39878,US,Los_Angeles, 33.93113, -117.54866
39879,BR,Cuiaba, -14.66463, -52.35558
39880,US,New_York, 37.60876, -77.37331
39881,ET,Addis_Ababa, 11.85, 38.01667
39882,GH,Accra, 6.46346, -2.31938
39883,NO,Oslo, 68.79833, 16.54165
39884,DE,Berlin, 50.23019, 8.77155
39885,DE,Berlin, 50.80904, 8.77069
39886,RU,Barnaul, 53.30972, 83.62389
39887,PH,Manila, 10.7375, 122.9666
39888,TH,Bangkok, 13.44581, 101.18445
39889,HT,Port-au-Prince, 18.57677, -72.22625
39890,BR,Cuiaba, -14.66463, -52.35558
39891,RO,Bucharest, 44.43579, 26.01649
39892,ZA,Johannesburg, -24.19436, 29.00974
39893,IE,Dublin, 53.53333, -7.35
39894,US,Denver, 40.65995, -111.99633
39895,UA,Kiev, 50.18545, 27.06365
39896,IT,Rome, 40.92298, 14.30935
39897,BE,Brussels, 50.56149, 4.69889
39898,IT,Rome, 40.55851, 17.80774
39899,US,New_York, 42.4251, -71.06616
39900,JP,Tokyo, 34.75856, 136.13108
39901,US,New_York, 40.24537, -75.64963
39902,CO,Bogota, 8.79577, -75.69947
39903,PH,Manila, 12.35275, 121.06761
39904,CN,Shanghai, 41.09822, 120.74792
39905,RU,Moscow, 46.7055, 38.2739
39906,TR,Istanbul, 38.37255, 34.02537
39907,VE,Caracas, 8.35122, -62.64102
39908,CA,Toronto, 45.4473, -73.75335
39909,UA,Kiev, 49.65186, 26.97253
39910,MX,Mexico_City, 19.32889, -99.32556
39911,DE,Berlin, 51.47805, 6.8625
39912,AR,Argentina, -37.32167, -59.13316
39913,KZ,Almaty, 47.46657, 84.87144
39914,TN,Tunis, 36.08497, 9.37082
39915,TN,Tunis, 36.08497, 9.37082
39916,LY,Tripoli, 24.96334, 10.18003
39917,MD,Chisinau, 48.15659, 28.28489
39918,IN,Kolkata, 22.19303, 88.18466
39919,US,Chicago, 35.25064, -91.73625
39920,JP,Tokyo, 36.33011, 138.89585
39921,RU,Moscow, 43.35071, 46.10925
39922,UZ,Tashkent, 41.29444, 69.67639
39923,BR,Fortaleza, -4.42472, -41.45861
39924,KR,Seoul, 34.8825, 128.62667
39925,US,New_York, 41.48199, -81.79819
39926,US,Chicago, 34.77453, -96.67834
39927,JP,Tokyo, 36.53333, 136.61667
39928,IE,Dublin, 53.43333, -7.95
39929,US,Denver, 39.57582, -105.11221
39930,ML,Bamako, 12.74409, -8.07257
39931,IN,Kolkata, 24.81757, 84.63445
39932,DE,Berlin, 53.63333, 9.85
39933,AM,Yerevan, 40.49748, 44.7662
39934,CD,Lubumbashi, 0.76755, 24.43973
39935,ID,Jakarta, -1.6, 103.61667
39936,CN,Shanghai, 38.40917, 112.73333
39937,IN,Kolkata, 22.75218, 72.68533
39938,IN,Kolkata, 17.54907, 82.85749
39939,IN,Kolkata, 25.13915, 73.06784
39940,RU,Moscow, 43.96222, 43.63417
39941,IN,Kolkata, 15.73628, 75.96976
39942,US,New_York, 40.63316, -74.13653
39943,GB,London, 50.75767, -1.5443
39944,US,New_York, 42.35843, -71.05977
39945,US,New_York, 25.67927, -80.31727
39946,TR,Istanbul, 38.13708, 41.00817
39947,MA,Casablanca, 33.43443, -5.22126
39948,JM,Jamaica, 18.00747, -76.78319
39949,DJ,Djibouti, 11.15583, 42.7125
39950,US,Chicago, 47.92526, -97.03285
39951,RU,Yekaterinburg, 51.4781, 57.3552
39952,BR,Manaus, -3.14306, -58.44417
39953,US,Chicago, 45.0408, -93.263
39954,SE,Stockholm, 61.72744, 17.10558
39955,PH,Manila, 14.8361, 120.97844
39956,IT,Rome, 43.78956, 7.60872
39957,CN,Shanghai, 37.65181, 120.33063
39958,DE,Berlin, 49.13645, 8.91229
39959,RU,Moscow, 55.85, 37.56667
39960,CA,Vancouver, 50.26729, -119.27337
39961,IT,Rome, 40.53123, 17.58522
39962,ES,Madrid, 37.13548, -3.67029
39963,IN,Kolkata, 26.2649, 81.54855
39964,RU,Yekaterinburg, 58.04254, 65.27258
39965,TN,Tunis, 37.16911, 10.03478
39966,ID,Jakarta, -7.81667, 112.01667
39967,PH,Manila, 14.14989, 121.3152
39968,PK,Karachi, 32.87533, 71.57118
39969,JP,Tokyo, 35.815, 139.6853
39970,IN,Kolkata, 28.71271, 77.656
39971,CN,Shanghai, 28.88162, 120.03308
39972,PL,Warsaw, 50.20528, 19.27498
39973,GB,London, 52.66277, -2.01111
39974,ID,Jakarta, 3.7278, 98.6738
39975,MY,Kuching, 5.90702, 116.10146
39976,US,New_York, 39.00622, -77.4286
39977,BE,Brussels, 50.88506, 4.07601
39978,RS,Belgrade, 44.97639, 19.61222
39979,GB,London, 52.48173, -2.12139
39980,PK,Karachi, 30.29184, 71.67164
39981,BR,Maceio, -10.90889, -37.03861
39982,JP,Tokyo, 41.77583, 140.73667
39983,GB,London, 50.76306, -1.29772
39984,CO,Bogota, 6.46838, -73.26022
39985,KH,Phnom_Penh, 13.65805, 102.56365
39986,ES,Madrid, 41.91738, 3.1631
39987,US,New_York, 39.96097, -75.60804
39988,TH,Bangkok, 8.43333, 99.96667
39989,IT,Rome, 45.50369, 11.412
39990,US,New_York, 26.68451, -80.66756
39991,FR,Paris, 43.61058, 1.33467
39992,RU,Moscow, 53.53041, 43.67663
39993,BR,Sao_Paulo, -26.22861, -52.67056
39994,SE,Stockholm, 61.72744, 17.10558
39995,LR,Monrovia, 7.57944, -8.53778
39996,VE,Caracas, 9.91861, -68.30472
39997,BR,Sao_Paulo, -21.42917, -45.94722
39998,RO,Bucharest, 44.43579, 26.01649
39999,US,Los_Angeles, 32.9156, -117.14392
40000,AR,Argentina, -34.74785, -58.70072
40001,JP,Tokyo, 35.815, 139.6853
40002,ID,Jakarta, -7.01833, 107.60389
40003,IN,Kolkata, 26.11527, 86.59509
40004,PH,Manila, 6.95194, 121.96361
40005,VE,Caracas, 8.35122, -62.64102
40006,DE,Berlin, 52.4581, 13.28702
40007,IN,Kolkata, 26.2649, 81.54855
40008,XK,Belgrade, 42.62833, 20.89389
40009,CN,Shanghai, 37.19723, 122.05228
40010,AZ,Baku, 38.45598, 48.87498
40011,US,New_York, 40.63316, -74.13653
40012,CF,Bangui, 4.94273, 15.87735
40013,IN,Kolkata, 24.81757, 84.63445
40014,RU,Moscow, 53.53041, 43.67663
40015,US,New_York, 40.94065, -73.99681
40016,US,Los_Angeles, 47.38093, -122.23484
40017,FR,Paris, 44.92801, 4.8951
40018,SD,Khartoum, 11.8659, 34.3869
40019,CD,Lubumbashi, -8.73508, 24.99798
40020,FR,Paris, 48.98994, 2.1699
40021,IN,Kolkata, 11.00599, 77.5609
40022,NL,Amsterdam, 51.65333, 5.2875
40023,MG,Antananarivo, -22.9, 44.53333
40024,BR,Sao_Paulo, -28.44917, -52.2
40025,IN,Kolkata, 30.21121, 74.4818
40026,CZ,Prague, 49.144482, 15.006139
40027,RU,Moscow, 57.30185, 39.85331
40028,AR,Argentina, -34.74785, -58.70072
40029,PK,Karachi, 31.96258, 73.97117
40030,RU,Yekaterinburg, 58.63667, 59.80222
40031,US,New_York, 40.67705, -73.89125
40032,FR,Paris, 45.69558, 4.7934
40033,GM,Banjul, 13.56667, -15.6
40034,MX,Mexico_City, 19.64745, -102.04897
40035,EG,Cairo, 26.67319, 31.4976
40036,CN,Shanghai, 30.24706, 115.04814
40037,US,New_York, 43.1009, -75.23266
40038,IN,Kolkata, 24.41288, 76.56719
40039,AU,Sydney, -33.88096, 151.07986
40040,FR,Paris, 43.11667, 1.6
40041,CN,Shanghai, 32.50611, 120.14278
40042,US,Detroit, 42.30865, -83.48216
40043,RU,Krasnoyarsk, 55.54028, 89.20083
40044,US,Chicago, 32.52515, -93.75018
40045,KE,Nairobi, 3.11988, 35.59642
40046,JP,Tokyo, 35.8, 137.23333
40047,CA,Toronto, 43.86682, -79.2663
40048,AU,Sydney, -33.79176, 151.08057
40049,KE,Nairobi, 3.11988, 35.59642
40050,JP,Tokyo, 35.30889, 139.55028
40051,TZ,Dar_es_Salaam, -5.41667, 38.01667
40052,GB,London, 52.41667, 0.75
40053,US,New_York, 41.27621, -72.86843
40054,PG,Port_Moresby, -5.85746, 144.23058
40055,VE,Caracas, 10.22677, -67.33122
40056,CL,Santiago, -36.9256, -73.02841
40057,DE,Berlin, 50.64336, 7.2278
40058,ES,Madrid, 37.35813, -6.03731
40059,US,New_York, 43.91452, -69.96533
40060,MA,Casablanca, 34.31, -2.16
40061,ID,Jakarta, -1.6, 103.61667
40062,KR,Seoul, 37.1759, 128.9889
40063,RU,Yakutsk, 65.93381, 111.4834
40064,US,New_York, 43.91452, -69.96533
40065,NZ,Auckland, -38.65333, 178.00417
40066,CH,Zurich, 47.30997, 8.52462
40067,RU,Moscow, 53.53041, 43.67663
40068,BD,Dhaka, 23.9028, 89.11943
40069,CZ,Prague, 49.820923, 18.262524
40070,CO,Bogota, 7.83389, -72.47417
40071,SO,Mogadishu, -0.35817, 42.54536
40072,TJ,Dushanbe, 38.55632, 69.01354
40073,GB,London, 53.49389, -1.29243
40074,DE,Berlin, 49.5099, 6.74549
40075,US,Chicago, 45.16024, -93.08883
40076,SO,Mogadishu, 9.89206, 43.38531
40077,RU,Moscow, 55.63711, 37.38115
40078,FI,Helsinki, 60.2052, 24.6522
40079,US,New_York, 39.32011, -76.51552
40080,IT,Rome, 41.55947, 14.66737
40081,CZ,Prague, 50.598427, 13.610242
40082,HK,Hong_Kong, 22.37066, 114.10479
40083,SO,Mogadishu, -0.35817, 42.54536
40084,PH,Manila, 10.13361, 124.84472
40085,PA,Panama, 9.15093, -79.62098
40086,GB,London, 53.46506, -1.47217
40087,GB,London, 53.0233, -1.48119
40088,NL,Amsterdam, 52.31333, 6.92917
40089,CU,Havana, 22.98212, -80.58556
40090,DE,Berlin, 48.35149, 8.96317
40091,PK,Karachi, 31.96258, 73.97117
