ИД,ЗАЯВКА_ИД,Статус_выполнения
24458,49228,0
24459,49229,1
24460,49230,1
24461,49231,1
24462,49232,1
24463,49235,0
24464,49238,1
24465,49240,0
24466,49242,1
24467,49246,1
24468,49247,1
24469,49251,1
24470,49252,1
24471,49255,0
24472,49256,0
24473,49258,1
24474,49259,0
24475,49261,0
24476,49262,1
24477,49264,0
24478,49265,0
24479,49268,0
24480,49269,0
24481,49270,0
24482,49273,0
24483,49274,1
24484,49275,1
24485,49277,1
24486,49281,1
24487,49282,1
24488,49284,1
24489,49288,0
24490,49289,0
24491,49291,0
24492,49293,1
24493,49294,0
24494,49295,0
24495,49296,1
24496,49297,1
24497,49299,0
24498,49300,1
24499,49302,0
24500,49303,0
24501,49306,0
24502,49308,0
24503,49312,1
24504,49313,0
24505,49314,1
24506,49316,0
24507,49317,1
24508,49320,0
24509,49323,0
24510,49325,1
24511,49326,1
24512,49327,0
24513,49328,1
24514,49337,1
24515,49338,1
24516,49340,1
24517,49343,0
24518,49344,1
24519,49347,0
24520,49348,0
24521,49350,0
24522,49352,0
24523,49353,1
24524,49355,1
24525,49361,1
24526,49362,1
24527,49365,0
24528,49367,1
24529,49368,1
24530,49373,1
24531,49375,1
24532,49376,1
24533,49378,1
24534,49379,1
24535,49381,1
24536,49384,1
24537,49385,0
24538,49386,0
24539,49388,0
24540,49390,0
24541,49392,1
24542,49393,1
24543,49394,0
24544,49397,1
24545,49398,1
24546,49399,0
24547,49400,1
24548,49402,0
24549,49403,0
24550,49406,1
24551,49409,0
24552,49411,0
24553,49412,0
24554,49413,0
24555,49414,0
24556,49417,1
24557,49419,0
24558,49420,0
24559,49423,0
24560,49424,1
24561,49425,0
24562,49426,1
24563,49427,0
24564,49429,1
24565,49430,1
24566,49431,1
24567,49432,0
24568,49436,1
24569,49438,0
24570,49439,0
24571,49441,1
24572,49442,0
24573,49443,0
24574,49447,0
24575,49450,0
24576,49452,1
24577,49454,0
24578,49457,0
24579,49458,0
24580,49459,0
24581,49460,1
24582,49462,1
24583,49463,1
24584,49468,1
24585,49469,1
24586,49471,1
24587,49474,1
24588,49475,1
24589,49477,0
24590,49481,1
24591,49484,1
24592,49485,0
24593,49486,1
24594,49487,0
24595,49488,1
24596,49490,1
24597,49491,0
24598,49492,1
24599,49494,1
24600,49495,1
24601,49496,1
24602,49498,1
24603,49499,1
24604,49501,1
24605,49502,0
24606,49504,0
24607,49507,0
24608,49508,0
24609,49510,0
24610,49513,0
24611,49514,1
24612,49517,1
24613,49520,0
24614,49521,1
24615,49522,0
24616,49523,0
24617,49525,0
24618,49526,1
24619,49528,1
24620,49529,0
24621,49532,0
24622,49534,1
24623,49537,1
24624,49539,0
24625,49541,0
24626,49544,0
24627,49545,1
24628,49546,0
24629,49551,1
24630,49552,0
24631,49553,0
24632,49554,1
24633,49559,1
24634,49562,0
24635,49565,1
24636,49566,0
24637,49567,1
24638,49568,1
24639,49569,1
24640,49574,0
24641,49575,1
24642,49577,1
24643,49579,1
24644,49582,0
24645,49583,0
24646,49584,1
24647,49585,1
24648,49589,1
24649,49592,0
24650,49595,1
24651,49596,1
24652,49597,0
24653,49601,1
24654,49604,0
24655,49606,0
24656,49608,0
24657,49611,1
24658,49615,0
24659,49617,1
24660,49618,1
24661,49619,1
24662,49620,1
24663,49622,1
24664,49624,0
24665,49625,0
24666,49626,1
24667,49628,0
24668,49629,1
24669,49631,0
24670,49632,1
24671,49633,0
24672,49634,1
24673,49635,0
24674,49636,1
24675,49638,0
24676,49639,0
24677,49640,1
24678,49641,0
24679,49644,0
24680,49645,1
24681,49646,1
24682,49647,0
24683,49653,1
24684,49654,1
24685,49657,0
24686,49658,1
24687,49659,1
24688,49660,0
24689,49662,0
24690,49663,0
24691,49664,1
24692,49667,0
24693,49669,0
24694,49671,0
24695,49672,0
24696,49673,1
24697,49674,1
24698,49678,0
24699,49679,1
24700,49683,0
24701,49686,1
24702,49687,0
24703,49691,1
24704,49695,0
24705,49697,0
24706,49698,1
24707,49699,0
24708,49702,1
24709,49704,1
24710,49705,0
24711,49707,1
24712,49708,0
24713,49709,0
24714,49710,0
24715,49711,1
24716,49712,0
24717,49717,0
24718,49719,1
24719,49720,0
24720,49721,0
24721,49723,1
24722,49729,0
24723,49730,1
24724,49731,1
24725,49738,0
24726,49741,0
24727,49742,1
24728,49745,1
24729,49747,0
24730,49748,1
24731,49749,1
24732,49757,0
24733,49759,1
24734,49761,0
24735,49762,0
24736,49763,0
24737,49764,0
24738,49770,1
24739,49773,1
24740,49774,0
24741,49779,1
24742,49781,0
24743,49782,1
24744,49783,1
24745,49784,1
24746,49785,1
24747,49786,1
24748,49787,0
24749,49790,0
24750,49791,1
24751,49793,1
24752,49800,0
24753,49803,0
24754,49806,1
24755,49807,1
24756,49809,0
24757,49811,0
24758,49815,1
24759,49816,1
24760,49817,1
24761,49818,1
24762,49820,0
24763,49821,0
24764,49826,1
24765,49829,1
24766,49830,0
24767,49831,0
24768,49832,0
24769,49833,1
24770,49834,1
24771,49836,1
24772,49839,0
24773,49840,1
24774,49841,1
24775,49842,1
24776,49843,0
24777,49845,1
24778,49851,1
24779,49852,0
24780,49855,0
24781,49860,0
24782,49862,1
24783,49865,0
24784,49866,1
24785,49873,1
24786,49875,0
24787,49878,1
24788,49879,1
24789,49882,0
24790,49885,0
24791,49888,0
24792,49891,1
24793,49894,1
24794,49895,1
24795,49896,1
24796,49899,1
24797,49900,1
24798,49901,1
24799,49904,0
24800,49905,1
24801,49906,1
24802,49909,0
24803,49910,1
24804,49912,0
24805,49913,0
24806,49914,0
24807,49916,1
24808,49919,1
24809,49920,1
24810,49922,0
24811,49924,0
24812,49926,0
24813,49928,1
24814,49930,1
24815,49931,0
24816,49933,0
24817,49936,0
24818,49938,1
24819,49940,0
24820,49943,0
24821,49944,1
24822,49946,0
24823,49948,1
24824,49949,0
24825,49950,1
24826,49951,1
24827,49952,0
24828,49953,1
24829,49954,0
24830,49956,0
24831,49959,0
24832,49962,0
24833,49966,1
24834,49968,1
24835,49969,1
24836,49970,1
24837,49971,0
24838,49972,1
24839,49974,1
24840,49975,0
24841,49978,1
24842,49980,1
24843,49981,1
24844,49982,0
24845,49984,1
24846,49985,1
24847,49986,1
24848,49987,1
24849,49991,0
24850,49992,0
24851,49993,1
24852,49995,1
24853,49996,0
24854,49998,1
24855,49999,0
24856,50000,0
24857,50003,1
24858,50004,0
24859,50007,0
24860,50008,0
24861,50012,1
24862,50013,1
24863,50015,0
24864,50016,0
24865,50017,0
24866,50018,1
24867,50020,1
24868,50021,1
24869,50022,0
24870,50023,1
24871,50024,0
24872,50025,0
24873,50026,1
24874,50027,0
24875,50028,1
24876,50029,0
24877,50030,1
24878,50031,0
24879,50033,0
24880,50034,0
24881,50035,0
24882,50041,1
24883,50048,1
24884,50049,0
24885,50053,1
24886,50056,1
24887,50057,0
24888,50058,1
24889,50059,1
24890,50060,1
24891,50062,1
24892,50063,0
24893,50065,1
24894,50067,1
24895,50070,1
24896,50071,0
24897,50072,0
24898,50073,0
24899,50074,1
24900,50075,0
24901,50076,1
24902,50077,0
24903,50082,1
24904,50084,0
24905,50090,1
24906,50092,1
24907,50093,1
24908,50094,1
24909,50096,1
24910,50098,1
24911,50100,1
24912,50101,0
24913,50102,0
24914,50103,1
24915,50108,1
24916,50110,0
24917,50113,1
24918,50118,0
24919,50119,0
24920,50120,1
24921,50121,1
24922,50131,1
24923,50132,0
24924,50133,1
24925,50134,0
24926,50135,0
24927,50137,1
24928,50139,0
24929,50141,0
24930,50146,1
24931,50147,1
24932,50148,1
24933,50150,0
24934,50151,0
24935,50157,1
24936,50159,0
24937,50164,1
24938,50168,1
24939,50172,0
24940,50174,0
24941,50175,0
24942,50176,1
24943,50177,1
24944,50178,1
24945,50186,0
24946,50187,0
24947,50194,1
24948,50196,0
24949,50197,1
24950,50198,1
24951,50199,0
24952,50202,1
24953,50203,0
24954,50204,1
24955,50206,0
24956,50207,1
24957,50209,1
24958,50218,0
24959,50219,0
24960,50220,1
24961,50228,0
24962,50231,0
24963,50232,0
24964,50235,1
24965,50237,1
24966,50239,0
24967,50240,1
24968,50241,0
24969,50243,0
24970,50244,0
24971,50245,1
24972,50246,0
24973,50247,1
24974,50251,0
24975,50254,1
24976,50257,1
24977,50258,1
24978,50259,0
24979,50260,0
24980,50262,1
24981,50267,0
24982,50269,0
24983,50270,0
24984,50271,0
24985,50272,0
24986,50277,1
24987,50278,0
24988,50280,1
24989,50281,1
24990,50282,1
24991,50289,0
24992,50293,1
24993,50294,1
24994,50295,0
24995,50296,1
24996,50297,0
24997,50302,0
24998,50304,1
24999,50308,1
25000,50309,0
25001,50310,0
25002,50312,1
25003,50313,1
25004,50314,1
25005,50315,1
25006,50316,0
25007,50317,1
25008,50319,0
25009,50322,0
25010,50325,1
25011,50327,0
25012,50330,1
25013,50334,1
25014,50339,1
25015,50340,1
25016,50342,1
25017,50343,0
25018,50344,0
25019,50345,0
25020,50347,1
25021,50348,1
25022,50352,1
25023,50357,1
25024,50360,1
25025,50362,0
25026,50364,1
25027,50365,1
25028,50366,0
25029,50367,1
25030,50369,0
25031,50370,0
25032,50373,1
25033,50375,1
25034,50378,0
25035,50379,1
25036,50381,1
25037,50383,1
25038,50387,0
25039,50389,1
25040,50391,0
25041,50394,0
25042,50395,1
25043,50397,0
25044,50403,1
25045,50405,1
25046,50407,1
25047,50409,0
25048,50411,0
25049,50413,0
25050,50414,1
25051,50415,1
25052,50417,1
25053,50418,1
25054,50419,1
25055,50422,0
25056,50423,1
25057,50426,0
25058,50427,1
25059,50429,1
25060,50430,1
25061,50431,1
25062,50432,0
25063,50433,1
25064,50435,1
25065,50436,1
25066,50437,0
25067,50439,1
25068,50441,0
25069,50443,1
25070,50445,1
25071,50446,0
25072,50447,0
25073,50451,0
25074,50454,0
25075,50461,0
25076,50462,0
25077,50468,1
25078,50469,1
25079,50471,0
25080,50475,0
25081,50476,0
25082,50477,1
25083,50482,0
25084,50483,1
25085,50484,0
25086,50486,0
25087,50487,1
25088,50488,1
25089,50489,1
25090,50493,0
25091,50494,0
25092,50496,0
25093,50500,1
25094,50501,1
25095,50502,0
25096,50503,0
25097,50504,0
25098,50505,1
25099,50506,0
25100,50507,0
25101,50509,1
25102,50510,1
25103,50513,1
25104,50514,0
25105,50517,1
25106,50518,1
25107,50519,0
25108,50520,0
25109,50522,1
25110,50523,1
25111,50524,0
25112,50525,0
25113,50527,0
25114,50528,0
25115,50529,1
25116,50531,1
25117,50533,0
25118,50536,0
25119,50541,0
25120,50544,1
25121,50550,1
25122,50551,0
25123,50552,1
25124,50554,1
25125,50555,1
25126,50556,1
25127,50558,1
25128,50561,0
25129,50562,0
25130,50563,1
25131,50564,1
25132,50565,1
25133,50570,1
25134,50571,1
25135,50572,1
25136,50573,1
25137,50574,0
25138,50575,1
25139,50577,0
25140,50578,1
25141,50579,0
25142,50580,0
25143,50582,0
25144,50584,0
25145,50585,0
25146,50586,1
25147,50587,0
25148,50589,1
25149,50590,1
25150,50597,1
25151,50600,0
25152,50601,0
25153,50602,1
25154,50603,0
25155,50605,0
25156,50606,0
25157,50607,0
25158,50610,0
25159,50614,0
25160,50619,0
25161,50620,1
25162,50624,1
25163,50625,1
25164,50626,0
25165,50628,1
25166,50631,0
25167,50634,1
25168,50638,0
25169,50642,1
25170,50643,1
25171,50647,0
25172,50650,0
25173,50657,1
25174,50659,1
25175,50660,1
25176,50661,1
25177,50662,1
25178,50665,0
25179,50666,0
25180,50669,1
25181,50671,0
25182,50672,0
25183,50674,1
25184,50676,1
25185,50677,1
25186,50678,0
25187,50679,0
25188,50680,1
25189,50682,0
25190,50683,0
25191,50684,0
25192,50691,1
25193,50696,0
25194,50706,0
25195,50707,1
25196,50709,1
25197,50712,0
25198,50716,1
25199,50718,1
25200,50720,1
25201,50721,1
25202,50723,1
25203,50725,0
25204,50727,1
25205,50728,0
25206,50731,0
25207,50732,1
25208,50735,1
25209,50737,1
25210,50738,0
25211,50741,1
25212,50742,0
25213,50743,0
25214,50745,1
25215,50747,1
25216,50750,1
25217,50752,0
25218,50753,0
25219,50755,0
25220,50757,1
25221,50758,1
25222,50759,0
25223,50762,1
25224,50763,1
25225,50766,0
25226,50767,1
25227,50772,0
25228,50773,1
25229,50775,0
25230,50776,0
25231,50777,0
25232,50778,1
25233,50781,1
25234,50782,0
25235,50783,0
25236,50785,1
25237,50786,1
25238,50790,0
25239,50793,1
25240,50794,1
25241,50795,1
25242,50798,1
25243,50799,0
25244,50802,0
25245,50804,0
25246,50806,1
25247,50807,1
25248,50808,0
25249,50809,1
25250,50810,1
25251,50811,1
25252,50816,1
25253,50821,1
25254,50822,1
25255,50823,0
25256,50825,0
25257,50828,1
25258,50829,0
25259,50830,0
25260,50834,1
25261,50835,0
25262,50838,0
25263,50843,0
25264,50844,1
25265,50846,1
25266,50850,1
25267,50852,0
25268,50854,0
25269,50856,0
25270,50859,0
25271,50860,1
25272,50862,0
25273,50864,1
25274,50865,0
25275,50866,0
25276,50867,1
25277,50868,0
25278,50870,0
25279,50871,0
25280,50872,0
25281,50873,0
25282,50876,1
25283,50880,1
25284,50882,1
25285,50883,0
25286,50884,1
25287,50886,1
25288,50891,0
25289,50893,0
25290,50894,1
25291,50895,1
25292,50897,1
25293,50898,1
25294,50899,1
25295,50900,1
25296,50902,1
25297,50903,0
25298,50906,1
25299,50910,0
25300,50912,1
25301,50916,1
25302,50917,1
25303,50919,1
25304,50921,0
25305,50922,0
25306,50929,1
25307,50930,0
25308,50934,0
25309,50935,0
25310,50937,1
25311,50939,1
25312,50943,0
25313,50945,1
25314,50946,1
25315,50947,1
25316,50948,0
25317,50951,1
25318,50953,0
25319,50955,0
25320,50959,0
25321,50960,0
25322,50961,0
25323,50968,0
25324,50969,0
25325,50971,0
25326,50974,1
25327,50975,1
25328,50976,1
25329,50977,0
25330,50978,0
25331,50979,1
25332,50980,1
25333,50981,0
25334,50984,0
25335,50990,0
25336,50993,0
25337,50996,1
25338,50997,1
25339,50998,0
25340,51000,0
25341,51002,0
25342,51003,1
25343,51007,1
25344,51008,0
25345,51009,0
25346,51010,1
25347,51011,0
25348,51012,0
25349,51013,1
25350,51019,1
25351,51023,1
25352,51024,1
25353,51025,0
25354,51027,1
25355,51031,1
25356,51033,1
25357,51034,0
25358,51038,1
25359,51039,0
25360,51044,1
25361,51045,1
25362,51046,0
25363,51048,1
25364,51050,0
25365,51051,1
25366,51053,1
25367,51055,1
25368,51059,1
25369,51060,0
25370,51062,0
25371,51063,0
25372,51065,0
25373,51066,1
25374,51067,0
25375,51069,1
25376,51070,1
25377,51078,0
25378,51079,0
25379,51080,0
25380,51082,0
25381,51083,1
25382,51087,1
25383,51088,0
25384,51089,0
25385,51090,1
25386,51091,1
25387,51094,0
25388,51096,0
25389,51097,0
25390,51098,1
25391,51101,0
25392,51102,1
25393,51103,0
25394,51106,0
25395,51110,1
25396,51111,1
25397,51113,0
25398,51115,0
25399,51118,1
25400,51119,0
25401,51121,0
25402,51122,0
25403,51123,1
25404,51124,0
25405,51125,0
25406,51129,1
25407,51130,0
25408,51132,1
25409,51134,0
25410,51136,0
25411,51138,0
25412,51140,1
25413,51141,1
25414,51142,0
25415,51143,0
25416,51144,0
25417,51145,1
25418,51146,0
25419,51147,0
25420,51149,0
25421,51150,0
25422,51151,1
25423,51152,0
25424,51155,0
25425,51157,1
25426,51158,0
25427,51160,0
25428,51162,0
25429,51167,1
25430,51171,0
25431,51172,0
25432,51173,1
25433,51174,1
25434,51176,1
25435,51178,0
25436,51181,0
25437,51182,0
25438,51183,1
25439,51184,1
25440,51185,1
25441,51186,0
25442,51187,0
25443,51188,1
25444,51189,1
25445,51191,0
25446,51192,1
25447,51193,0
25448,51196,0
25449,51200,1
25450,51203,1
25451,51204,1
25452,51205,1
25453,51207,1
25454,51208,0
25455,51209,1
25456,51211,1
25457,51215,0
25458,51218,0
25459,51220,1
25460,51223,1
25461,51225,0
25462,51229,0
25463,51232,0
25464,51233,0
25465,51234,1
25466,51235,0
25467,51237,0
25468,51244,1
25469,51246,1
25470,51248,0
25471,51249,0
25472,51251,1
25473,51256,1
25474,51257,1
25475,51258,1
25476,51260,1
25477,51264,0
25478,51267,1
25479,51270,0
25480,51271,0
25481,51274,0
25482,51275,1
25483,51276,0
25484,51277,1
25485,51278,1
25486,51285,1
25487,51286,0
25488,51287,0
25489,51289,0
25490,51291,1
25491,51293,1
25492,51299,0
25493,51301,0
25494,51302,0
25495,51303,1
25496,51305,1
25497,51306,0
25498,51308,0
25499,51310,0
25500,51317,0
25501,51323,1
25502,51326,1
25503,51329,0
25504,51330,1
25505,51331,1
25506,51333,0
25507,51338,1
25508,51339,1
25509,51340,1
25510,51341,0
25511,51342,0
25512,51344,0
25513,51346,0
25514,51348,0
25515,51350,0
25516,51351,0
25517,51352,1
25518,51353,1
25519,51358,0
25520,51360,0
25521,51362,0
25522,51363,0
25523,51364,0
25524,51365,1
25525,51367,0
25526,51369,1
25527,51370,0
25528,51371,0
25529,51374,1
25530,51376,0
25531,51377,0
25532,51380,0
25533,51381,0
25534,51382,1
25535,51389,0
25536,51391,1
25537,51395,0
25538,51397,1
25539,51399,0
25540,51400,0
25541,51402,0
25542,51405,0
25543,51406,1
25544,51408,1
25545,51409,1
25546,51410,0
25547,51411,0
25548,51413,1
25549,51416,1
25550,51418,0
25551,51422,1
25552,51423,0
25553,51425,1
25554,51430,1
25555,51432,1
25556,51433,0
25557,51435,0
25558,51436,0
25559,51441,1
25560,51446,1
25561,51447,0
25562,51448,1
25563,51449,0
25564,51451,0
25565,51452,0
25566,51453,0
25567,51456,1
25568,51462,0
25569,51468,0
25570,51470,1
25571,51471,0
25572,51472,0
25573,51474,1
25574,51475,1
25575,51478,0
25576,51479,1
25577,51481,0
25578,51482,0
25579,51485,0
25580,51488,1
25581,51489,1
25582,51492,0
25583,51493,0
25584,51494,1
25585,51497,0
25586,51498,0
25587,51500,0
25588,51505,0
25589,51506,1
25590,51508,0
25591,51510,1
25592,51512,0
25593,51515,1
25594,51518,0
25595,51519,0
25596,51520,0
25597,51522,0
25598,51523,0
25599,51530,1
25600,51536,1
25601,51537,1
25602,51538,0
25603,51542,1
25604,51543,0
25605,51544,0
25606,51545,0
25607,51550,1
25608,51551,1
25609,51552,0
25610,51553,1
25611,51557,1
25612,51562,1
25613,51563,1
25614,51565,0
25615,51570,0
25616,51571,0
25617,51572,1
25618,51573,1
25619,51580,1
25620,51582,1
25621,51583,0
25622,51584,0
25623,51585,1
25624,51588,1
25625,51595,0
25626,51597,0
25627,51598,1
25628,51599,1
25629,51600,1
25630,51602,0
25631,51603,0
25632,51606,1
25633,51609,0
25634,51612,1
25635,51614,1
25636,51615,1
25637,51617,0
25638,51619,1
25639,51620,0
25640,51621,1
25641,51622,0
25642,51625,0
25643,51628,0
25644,51629,0
25645,51630,0
25646,51631,0
25647,51634,1
25648,51636,0
25649,51641,0
25650,51643,0
25651,51647,0
25652,51648,1
25653,51649,1
25654,51653,1
25655,51654,0
25656,51655,0
25657,51657,0
25658,51659,0
25659,51661,0
25660,51662,1
25661,51663,0
25662,51666,1
25663,51667,0
25664,51669,1
25665,51671,0
25666,51674,0
25667,51675,0
25668,51676,1
25669,51679,1
25670,51680,1
25671,51684,1
25672,51685,1
25673,51686,0
25674,51687,0
25675,51688,0
25676,51689,1
25677,51690,1
25678,51692,1
25679,51693,1
25680,51695,1
25681,51696,0
25682,51697,1
25683,51698,1
25684,51700,0
25685,51702,1
25686,51705,0
25687,51706,0
25688,51707,1
25689,51711,1
25690,51712,1
25691,51713,1
25692,51715,1
25693,51719,1
25694,51720,0
25695,51723,0
25696,51724,1
25697,51725,1
25698,51729,1
25699,51731,1
25700,51732,0
25701,51733,0
25702,51734,1
25703,51738,1
25704,51739,0
25705,51740,0
25706,51742,0
25707,51743,1
25708,51746,0
25709,51749,1
25710,51750,1
25711,51751,0
25712,51753,0
25713,51756,0
25714,51757,0
25715,51758,0
25716,51759,0
25717,51760,1
25718,51762,1
25719,51764,1
25720,51765,1
25721,51770,1
25722,51771,1
25723,51775,1
25724,51776,0
25725,51780,0
25726,51784,0
25727,51786,1
25728,51787,0
25729,51789,1
25730,51793,1
25731,51794,0
25732,51795,1
25733,51796,1
25734,51797,0
25735,51800,0
25736,51802,1
25737,51805,1
25738,51806,1
25739,51807,1
25740,51809,0
25741,51810,1
25742,51812,0
25743,51816,0
25744,51818,1
25745,51819,0
25746,51823,0
25747,51831,1
25748,51833,1
25749,51838,1
25750,51839,1
25751,51840,0
25752,51842,1
25753,51847,1
25754,51848,0
25755,51849,0
25756,51850,0
25757,51856,0
25758,51857,1
25759,51859,1
25760,51860,0
25761,51862,0
25762,51865,0
25763,51867,0
25764,51868,1
25765,51869,0
25766,51874,0
25767,51878,0
25768,51880,0
25769,51881,1
25770,51883,0
25771,51885,0
25772,51888,1
25773,51891,1
25774,51894,0
25775,51895,0
25776,51897,0
25777,51899,1
25778,51901,0
25779,51903,0
25780,51904,1
25781,51905,1
25782,51906,1
25783,51907,0
25784,51912,0
25785,51913,0
25786,51916,0
25787,51919,0
25788,51920,0
25789,51921,1
25790,51924,1
25791,51925,0
25792,51927,1
25793,51928,0
25794,51932,1
25795,51934,1
25796,51936,1
25797,51939,0
25798,51941,0
25799,51943,1
25800,51944,0
25801,51947,1
25802,51948,0
25803,51950,0
25804,51953,1
25805,51954,1
25806,51955,0
25807,51956,0
25808,51958,0
25809,51959,0
25810,51961,1
25811,51962,0
25812,51966,1
25813,51967,0
25814,51968,1
25815,51969,0
25816,51973,1
25817,51975,1
25818,51976,0
25819,51982,0
25820,51985,1
25821,51988,0
25822,51993,1
25823,51995,0
25824,51996,0
25825,51997,0
25826,51999,0
25827,52001,0
25828,52002,0
25829,52005,1
25830,52006,1
25831,52007,0
25832,52008,1
25833,52010,0
25834,52011,0
25835,52012,0
25836,52015,1
25837,52016,1
25838,52017,1
25839,52018,0
25840,52019,0
25841,52021,0
25842,52022,0
25843,52023,1
25844,52027,0
25845,52028,0
25846,52031,0
25847,52034,0
25848,52035,1
25849,52037,0
25850,52038,0
25851,52041,1
25852,52042,0
25853,52043,0
25854,52044,0
25855,52045,1
25856,52052,0
25857,52055,0
25858,52057,1
25859,52058,1
25860,52059,0
25861,52061,0
25862,52062,1
25863,52063,1
25864,52064,0
25865,52067,1
25866,52069,1
25867,52070,0
25868,52078,1
25869,52081,0
25870,52082,0
25871,52083,0
25872,52086,1
25873,52088,1
25874,52089,1
25875,52090,0
25876,52091,0
25877,52093,0
25878,52097,0
25879,52101,1
25880,52103,0
25881,52107,1
25882,52112,1
25883,52114,0
25884,52121,0
25885,52122,0
25886,52126,1
25887,52127,0
25888,52128,1
25889,52129,1
25890,52130,1
25891,52131,1
25892,52133,1
25893,52134,0
25894,52135,0
25895,52136,1
25896,52139,1
25897,52140,1
25898,52141,1
25899,52143,0
25900,52144,1
25901,52145,0
25902,52148,0
25903,52155,0
25904,52156,1
25905,52158,1
25906,52159,0
25907,52162,1
25908,52163,0
25909,52166,1
25910,52170,0
25911,52171,0
25912,52174,1
25913,52178,0
25914,52182,0
25915,52189,1
25916,52191,1
25917,52192,0
25918,52193,0
25919,52194,1
25920,52195,0
25921,52198,0
25922,52199,0
25923,52200,0
25924,52203,1
25925,52207,0
25926,52208,0
25927,52210,0
25928,52217,0
25929,52218,0
25930,52221,0
25931,52222,0
25932,52226,1
25933,52227,0
25934,52228,1
25935,52229,0
25936,52230,0
25937,52232,0
25938,52235,1
25939,52241,1
25940,52242,0
25941,52243,0
25942,52245,1
25943,52247,0
25944,52249,1
25945,52251,1
25946,52253,1
25947,52255,1
25948,52256,0
25949,52258,0
25950,52259,0
25951,52260,0
25952,52261,1
25953,52263,0
25954,52264,1
25955,52265,1
25956,52266,1
25957,52267,0
25958,52269,1
25959,52270,1
25960,52271,1
25961,52274,1
25962,52275,0
25963,52278,1
25964,52280,1
25965,52281,1
25966,52282,0
25967,52290,1
25968,52291,1
25969,52292,0
25970,52294,0
25971,52296,0
25972,52297,1
25973,52300,1
25974,52301,1
25975,52303,0
25976,52305,1
25977,52306,0
25978,52307,0
25979,52308,1
25980,52309,1
25981,52310,0
25982,52311,0
25983,52314,0
25984,52316,1
25985,52318,0
25986,52319,0
25987,52320,0
25988,52321,0
25989,52324,1
25990,52325,0
25991,52326,1
25992,52327,1
25993,52328,0
25994,52330,0
25995,52331,1
25996,52333,1
25997,52336,1
25998,52344,1
25999,52346,0
26000,52349,1
26001,52351,1
26002,52356,1
26003,52357,1
26004,52360,1
26005,52361,0
26006,52363,1
26007,52365,1
26008,52366,0
26009,52367,1
26010,52369,1
26011,52371,0
26012,52374,1
26013,52377,1
26014,52383,0
26015,52385,0
26016,52388,1
26017,52391,0
26018,52392,1
26019,52393,1
26020,52396,0
26021,52397,0
26022,52398,0
26023,52399,0
26024,52401,1
26025,52402,0
26026,52403,1
26027,52404,0
26028,52407,0
26029,52408,0
26030,52410,0
26031,52411,0
26032,52412,0
26033,52413,0
26034,52414,0
26035,52415,0
26036,52417,1
26037,52419,1
26038,52424,0
26039,52426,0
26040,52432,0
26041,52433,0
26042,52436,0
26043,52437,0
26044,52438,0
26045,52441,1
26046,52442,1
26047,52443,1
26048,52447,0
26049,52450,1
26050,52453,1
26051,52454,1
26052,52456,0
26053,52457,0
26054,52458,0
26055,52459,1
26056,52462,0
26057,52464,1
26058,52465,1
26059,52466,0
26060,52467,0
26061,52469,0
26062,52471,0
26063,52473,1
26064,52474,1
26065,52475,1
26066,52481,0
26067,52483,0
26068,52486,1
26069,52487,1
26070,52488,0
26071,52493,0
26072,52494,0
26073,52495,1
26074,52496,0
26075,52499,0
26076,52500,1
26077,52502,1
26078,52504,1
26079,52506,1
26080,52508,1
26081,52510,0
26082,52513,1
26083,52514,0
26084,52515,0
26085,52519,1
26086,52520,1
26087,52523,0
26088,52524,1
26089,52525,1
26090,52526,1
26091,52527,1
26092,52530,0
26093,52531,0
26094,52532,0
26095,52533,1
26096,52534,1
26097,52535,1
26098,52536,0
26099,52540,1
26100,52542,1
26101,52543,0
26102,52544,0
26103,52545,0
26104,52546,1
26105,52548,1
26106,52549,1
26107,52550,1
26108,52551,0
26109,52552,0
26110,52553,1
26111,52555,1
26112,52556,1
26113,52559,0
26114,52560,1
26115,52561,0
26116,52562,0
26117,52563,0
26118,52567,0
26119,52568,0
26120,52569,1
26121,52570,0
26122,52573,1
26123,52574,1
26124,52575,0
26125,52576,1
26126,52578,0
26127,52579,1
26128,52580,1
26129,52582,1
26130,52583,1
26131,52585,0
26132,52586,0
26133,52587,1
26134,52588,1
26135,52589,1
26136,52593,1
26137,52594,1
26138,52595,0
26139,52596,0
26140,52598,0
26141,52599,0
26142,52602,0
26143,52603,1
26144,52605,0
26145,52608,1
26146,52609,0
26147,52611,1
26148,52614,0
26149,52615,1
26150,52619,0
26151,52621,1
26152,52626,0
26153,52630,1
26154,52632,0
26155,52636,0
26156,52639,1
26157,52641,0
26158,52643,0
26159,52644,1
26160,52647,1
26161,52648,0
26162,52649,0
26163,52650,1
26164,52651,0
26165,52653,0
26166,52654,0
26167,52660,0
26168,52662,1
26169,52665,1
26170,52666,0
26171,52668,1
26172,52672,0
26173,52673,0
26174,52676,1
26175,52678,1
26176,52680,1
26177,52686,0
26178,52687,1
26179,52690,0
26180,52695,0
26181,52696,1
26182,52697,0
26183,52702,1
26184,52704,0
26185,52705,1
26186,52707,1
26187,52709,1
26188,52711,1
26189,52713,0
26190,52714,1
26191,52716,0
26192,52717,1
26193,52719,1
26194,52720,1
26195,52721,1
26196,52722,1
26197,52723,0
26198,52726,1
26199,52727,0
26200,52733,1
26201,52736,1
26202,52740,1
26203,52744,1
