ЧЛВК_ИД,Тип_воина,Предводитель_ИД,Здоровье,Броня,Оружие
33886,Cyclops,92888,89,96,68
33891,Demon,82545,57,67,87
33898,AirElemental,23081,88,60,2
33900,GoldDragon,33017,58,15,36
33915,WolfRaider,78470,90,89,6
33918,Rogue,47427,20,90,42
33921,Zealot,38557,89,32,27
33922,CrystalDragon,30832,68,49,11
33923,ChaosHydra,42720,8,71,27
33930,Familiar,19331,14,83,77
33933,Gog,59771,60,65,83
33934,CentaurCaptain,60811,33,10,80
33938,Thunderbird,10980,77,54,82
33940,GnollMarauder,75576,8,70,55
33951,NagaQueen,46611,89,98,34
33953,Pikeman,36280,20,80,89
33958,StoneGolem,12085,30,62,62
33968,MagicElemental,40975,53,88,46
33971,DragonFly,26194,60,34,5
33978,Archer,14384,15,35,61
33979,Thunderbird,2531,71,100,43
33981,GoldDragon,44386,55,45,75
33982,Troll,11619,3,92,86
33984,Devil,18872,7,4,83
33986,ArchDevil,10695,46,66,5
33988,Ogre,80941,20,45,61
34000,Demon,35021,17,9,70
34001,MedusaQueen,58240,76,42,9
34007,Crusader,40502,78,62,6
34019,Imp,94304,24,2,15
34020,SkeletonWarrior,32728,65,35,76
34023,SkeletonWarrior,46503,9,79,58
34025,NagaQueen,97971,9,69,94
34026,Genie,17642,66,63,45
34027,ArchMage,3840,93,9,14
34035,Pegasus,80941,21,57,10
34036,Pixie,93526,100,36,65
34037,Champion,35849,18,17,24
34039,Lizardman,55418,74,62,45
34040,Titan,45920,50,55,69
34047,MedusaQueen,91164,34,69,5
34050,Titan,61781,84,63,6
34051,Dwarf,29393,1,73,34
34055,BlackDragon,44744,6,22,43
34059,Peasant,94613,23,68,10
34064,Cyclops,20300,1,13,77
34067,HornedDemon,54998,38,8,77
34072,Rogue,91503,68,48,12
34073,CyclopsKing,52371,14,20,52
34075,Genie,74233,91,25,40
34077,Devil,27733,8,44,53
34083,Mummy,6642,61,39,7
34084,ArchMage,95998,39,56,78
34085,Basilisk,3470,14,98,62
34088,Hobgoblin,46097,8,70,24
34092,Pegasus,78155,88,100,84
34094,StormElemental,79156,58,35,55
34095,Archer,43383,82,37,13
34097,Hobgoblin,85866,65,69,90
34098,Skeleton,96536,28,31,82
34108,Archangel,52371,81,3,89
34112,DragonFly,96325,46,92,17
34115,GrandElf,892,93,73,14
34125,Demon,81325,84,70,69
34130,Gremlin,8071,37,11,58
34133,Harpy,14452,84,48,98
34137,DiamondGolem,72549,29,38,87
34138,Hobgoblin,80464,19,24,7
34139,EnergyElemental,29737,16,95,38
34150,Griffin,30446,49,24,61
34153,WarUnicorn,51578,61,75,48
34155,Rogue,19928,72,78,93
34157,Giant,43595,69,57,47
34158,AzureDragon,56414,67,4,82
34163,Pikeman,34535,5,83,52
34167,Genie,43820,94,41,16
34168,MightyGorgon,30283,99,82,31
34170,Troll,91783,76,17,2
34177,CrystalDragon,57450,48,1,73
34179,Marksman,25737,2,75,39
34184,WolfRider,88293,22,69,91
34191,Halfling,14088,30,67,100
34195,Unicorn,91186,81,36,64
34196,FaerieDragon,54356,48,30,60
34199,WoodElf,77072,34,17,4
34202,Phoenix,80621,75,91,13
34206,Halfling,96726,49,96,64
34208,StoneGolem,30908,3,66,42
34210,OrcChieftain,26171,78,77,98
34215,Zombie,98497,83,51,71
34217,Pixie,41285,70,23,81
34218,OgreMage,22726,50,27,25
34226,Champion,7368,49,5,87
34231,Familiar,58465,76,99,32
34237,Halberdier,17369,83,94,89
34242,PitLord,5550,39,19,39
34248,Imp,92223,92,71,96
34249,Monk,89538,40,60,6
34250,Manticore,42536,22,68,17
34252,MagicElemental,90675,10,24,42
34253,PsychicElemental,77083,38,97,11
34262,Naga,86494,98,45,57
34264,Sharpshooter,62833,92,87,26
34265,WalkingDead,99857,41,10,45
34268,Enchanter,85954,3,52,82
34275,Cerberus,54057,53,83,10
34277,RoyalGriffin,9752,20,3,72
34278,Wraith,71822,88,86,57
34283,GrandElf,52118,56,28,45
34287,HellHound,55035,17,95,92
34289,GhostDragon,81726,31,53,2
34296,BlackDragon,98797,30,40,44
34297,Gorgon,86850,46,29,78
34299,SilverPegasus,58918,71,93,84
34301,WaterElemental,44105,13,12,24
34302,StoneGolem,57553,1,20,83
34304,Naga,42074,25,94,50
34308,VampireLord,84377,45,86,65
34315,Mage,81232,77,5,78
34316,AirElemental,28472,1,54,98
34322,Hobgoblin,96534,6,80,97
34325,IceElemental,89680,10,68,8
34327,FaerieDragon,79005,7,91,55
34328,Cyclops,82057,45,19,72
34341,PsychicElemental,83664,82,64,45
34342,DendroidSoldier,50595,85,57,57
34346,Gorgon,68553,54,62,68
34350,Mage,9710,24,94,44
34352,ChaosHydra,85866,48,99,90
34353,Vampire,72563,46,61,59
34356,CentaurCaptain,19635,4,98,72
34359,Skeleton,89545,82,42,43
34363,BattleDwarf,44819,57,56,35
34365,Crusader,47151,30,10,70
34374,Firebird,19949,55,40,55
34379,Hydra,73126,61,45,64
34382,Champion,59974,86,11,63
34387,EnergyElemental,18635,90,48,66
34399,BattleDwarf,6703,81,19,35
34401,Giant,11124,66,50,96
34402,BlackDragon,30074,88,9,47
34403,EarthElemental,77363,4,97,25
34405,StoneGolem,89182,72,93,35
34408,Lich,6574,73,50,55
34416,WyvernMonarch,19827,47,26,61
34420,CrystalDragon,46362,81,96,67
34424,SerpentFly,58161,6,79,90
34428,Gnoll,90490,24,17,100
34432,MedusaQueen,15115,10,39,82
34433,BlackKnight,2923,52,88,72
34438,Crusader,23303,19,20,3
34443,DendroidGuard,83431,70,21,29
34444,Roc,83177,41,43,80
34447,Goblin,83502,43,50,38
34462,WarUnicorn,46912,40,59,94
34475,StoneGolem,74759,67,47,19
34482,Troglodyte,30687,44,81,8
34486,GoldDragon,35467,2,100,65
34487,Pikeman,66297,51,53,48
34493,Unicorn,57849,56,90,91
34499,Centaur,83683,96,64,7
34515,BlackKnight,68573,73,26,70
34517,RoyalGriffin,24723,95,64,79
34518,Goblin,40023,44,82,1
34519,Archangel,76978,75,80,43
34521,Rogue,89259,34,73,59
34522,RoyalGriffin,89457,99,56,44
34543,Cerberus,73337,88,79,47
34548,StormElemental,80241,22,48,66
34549,Gremlin,95108,92,27,92
34558,CrystalDragon,42225,40,52,55
34560,Nomad,23335,84,8,29
34563,MasterGremlin,90845,43,15,31
34566,Unicorn,53198,93,16,26
34567,MasterGremlin,29800,70,15,93
34568,RedDragon,10847,22,40,63
34572,EfreetSultan,12823,19,49,7
34574,Troll,25946,21,77,44
34576,Cyclops,67816,57,41,92
34579,Wraith,91045,42,61,4
34581,WoodElf,78070,87,96,12
34582,ArchDevil,82545,61,41,31
34599,NagaQueen,96881,52,38,82
34600,Wraith,19728,36,66,77
34609,Lich,80404,94,24,36
34613,GnollMarauder,50460,86,6,96
34618,Cavalier,16751,18,70,46
34626,VampireLord,47102,23,67,50
34627,DendroidSoldier,40628,10,32,54
34629,MightyGorgon,63056,83,51,3
34631,Boar,62433,33,98,70
34632,Vampire,80621,82,75,78
34636,ObsidianGargoyle,18745,67,30,29
34638,Gog,62578,91,15,58
34648,Orc,41289,71,64,65
34649,PowerLich,66572,29,25,55
34656,Pikeman,65797,59,51,71
34661,Minotaur,71113,1,98,29
34665,Unicorn,12073,6,24,52
34673,CrystalDragon,63805,40,33,80
34674,Archer,11864,83,16,98
34680,Medusa,44906,94,17,36
34682,Wraith,31674,36,80,40
34683,Thunderbird,50556,3,21,33
34686,Skeleton,22312,85,37,46
34689,PowerLich,55267,100,21,77
34694,GoldDragon,41976,50,92,77
34698,Devil,87978,82,99,76
34704,Archer,30534,58,41,6
34706,ChaosHydra,26449,47,64,39
34717,OgreMage,88664,82,21,44
34724,Centaur,35935,92,61,53
34727,Lich,20595,9,29,35
34731,AncientBehemoth,42290,21,60,28
34733,Cerberus,19843,68,32,35
34734,Efreet,58087,29,1,65
34743,MagicElemental,42175,9,2,33
34744,CentaurCaptain,22112,96,10,76
34754,DendroidSoldier,97965,49,98,70
34757,FireElemental,65317,81,38,95
34759,Goblin,77650,98,99,80
34760,Scorpicore,51883,33,94,84
34765,Pikeman,60707,7,60,77
34767,Gremlin,89733,60,97,86
34774,StoneGolem,11799,64,76,37
34778,CrystalDragon,11744,81,99,89
34784,Familiar,76347,31,60,21
34787,Monk,312,9,36,92
34793,Boar,3063,1,100,7
34797,IronGolem,70145,88,32,25
34802,NagaQueen,38057,1,18,94
34825,CentaurCaptain,47487,59,26,4
34829,Pegasus,77557,44,92,11
34833,RedDragon,13794,75,2,65
34842,Beholder,44658,29,47,90
34846,WolfRaider,17590,47,38,65
34852,MightyGorgon,70990,25,55,77
34853,DendroidGuard,35364,8,8,65
34859,Swordsman,58445,65,81,22
34860,GnollMarauder,25955,64,50,14
34867,WaterElemental,84844,10,88,89
34869,Lizardman,28592,95,87,54
34872,Behemoth,14291,95,16,17
34875,WolfRaider,31327,72,53,75
34884,Archer,97,67,56,73
34888,Wraith,43841,72,3,93
34889,Behemoth,9947,43,21,59
34890,SerpentFly,99160,37,18,55
34900,WoodElf,33628,97,30,3
34902,PsychicElemental,10483,84,70,55
34911,DendroidSoldier,18957,8,44,95
34917,ChaosHydra,48312,83,7,42
34920,StormElemental,4934,33,87,87
34921,ChaosHydra,64908,59,48,75
34923,AirElemental,12085,66,72,1
34925,MagicElemental,13755,44,6,37
34933,EnergyElemental,60836,55,81,33
34942,Lizardman,62054,56,38,98
34947,Vampire,98495,57,21,11
34952,StormElemental,30846,66,97,14
34953,EnergyElemental,82975,33,97,99
34954,Gremlin,45980,88,84,51
34957,PitFiend,94448,77,59,93
34966,Sharpshooter,91186,71,87,58
34968,IceElemental,81325,16,48,81
34973,Familiar,74593,95,94,75
34976,Dwarf,33813,59,84,64
34978,Orc,8482,73,76,12
34980,OrcChieftain,29427,45,92,42
34981,Archer,70386,54,69,62
34983,EvilEye,31699,25,3,25
34985,Rogue,22299,73,70,1
34986,MedusaQueen,80836,90,3,59
34988,BattleDwarf,56982,91,29,77
34991,GreenDragon,23139,36,11,26
35000,HellHound,38520,4,82,64
35001,PsychicElemental,77217,34,33,67
35002,Gremlin,92085,92,15,73
35008,GnollMarauder,98161,27,15,100
35020,Unicorn,30479,56,22,63
35027,Angel,67076,37,95,11
35028,VampireLord,41510,24,87,52
35030,Gog,47079,11,60,75
35034,Genie,69667,42,23,65
35046,RedDragon,47470,15,54,53
35050,DragonFly,92887,5,87,85
35056,Zombie,34018,38,32,56
35059,WolfRider,568,88,19,86
35066,WolfRider,41780,11,95,82
35067,Lizardman,70821,55,19,13
35070,DreadKnight,44256,78,100,22
35073,Troglodyte,25950,91,44,23
35078,WaterElemental,42858,35,6,24
35079,MagmaElemental,86764,94,81,18
35083,Skeleton,74759,84,79,18
35086,Troll,56717,50,16,20
35096,FaerieDragon,1001,25,16,19
35101,PitFiend,52931,72,57,81
35106,Efreet,25974,97,69,37
35112,PsychicElemental,5693,48,70,52
35116,Scorpicore,2149,42,24,28
35117,DendroidSoldier,83400,33,71,2
35125,StormElemental,75659,11,51,53
35130,MightyGorgon,43844,75,29,96
35137,DendroidSoldier,35494,3,62,56
35138,CyclopsKing,15448,5,31,40
35141,OgreMage,10133,28,67,44
35145,Peasant,1777,56,8,76
35146,Magog,97215,53,15,74
35147,Genie,79576,46,15,77
35155,MinotaurKing,85230,77,80,14
35156,Pixie,66381,89,13,40
35158,Wyvern,55784,39,32,47
35169,Scorpicore,97550,58,89,80
35170,Mage,60430,25,54,6
35171,IronGolem,9935,93,33,47
35173,Ogre,18886,64,66,74
35174,WyvernMonarch,96232,47,19,71
35176,Cerberus,42167,10,65,2
35177,Halberdier,28145,74,41,38
35178,Firebird,20070,50,43,11
35179,Basilisk,34096,36,2,98
35181,GreaterBasilisk,12567,7,50,92
35183,Magog,82149,89,46,54
35187,Enchanter,88495,76,58,1
35188,MightyGorgon,81109,19,93,1
35192,SilverPegasus,80333,30,67,80
35193,Zealot,15149,44,16,14
35197,Hobgoblin,3002,59,100,29
35207,Ogre,86345,73,85,57
35209,OrcChieftain,45322,30,24,20
35212,Basilisk,58445,29,74,80
35214,StoneGolem,29112,14,86,31
35219,Efreet,372,7,22,80
35221,Wyvern,65794,92,6,79
35226,HornedDemon,88071,86,24,81
35230,RustDragon,21662,94,55,58
35237,Devil,77739,82,63,11
35239,StoneGolem,18422,36,36,25
35243,Firebird,3470,2,21,73
35244,Archangel,9960,81,71,45
35246,EfreetSultan,55846,5,65,50
35249,PowerLich,48089,35,97,93
35252,Efreet,41695,30,2,18
35253,Pikeman,53995,65,84,65
35255,BlackDragon,38483,89,60,12
35257,GoldGolem,27562,92,92,50
35258,Orc,21750,97,64,49
35259,ArchDevil,57437,35,29,38
35261,EarthElemental,93449,82,14,86
35263,FaerieDragon,6005,85,87,28
35268,Minotaur,27305,2,32,50
35273,EvilEye,79179,53,41,98
35274,EnergyElemental,1433,90,82,57
35279,Ogre,23973,51,73,94
35280,Imp,33632,75,11,33
35282,Crusader,71018,1,4,70
35294,BlackKnight,25610,86,20,13
35295,Thunderbird,40464,39,9,83
35302,Champion,6090,40,84,19
35303,Phoenix,75485,59,63,54
35307,ArchMage,7061,19,7,40
35310,MasterGenie,46097,39,83,67
35313,VampireLord,22142,83,36,91
35320,Beholder,38763,59,56,50
35321,Mage,97173,49,98,41
35330,WolfRaider,83472,13,87,13
35336,MagmaElemental,14052,78,30,52
35347,HornedDemon,45923,53,86,4
35349,Roc,73262,48,32,62
35350,Roc,99778,96,93,43
35354,GoldDragon,89580,87,8,68
35358,Ogre,29085,7,39,40
35359,GoldGolem,86080,66,90,88
35368,WarUnicorn,14680,61,72,26
35370,Beholder,54292,28,23,57
35374,FaerieDragon,60552,31,26,5
35377,Enchanter,27981,24,60,67
35386,ObsidianGargoyle,77682,83,73,29
35387,Behemoth,26365,91,33,17
35393,Vampire,66297,72,25,56
35395,EfreetSultan,11960,47,98,6
35405,BattleDwarf,6424,78,19,96
35406,Centaur,70890,92,44,61
35410,MagmaElemental,24587,90,30,74
35414,MedusaQueen,30168,25,88,80
35418,Gnoll,9944,100,56,70
35420,ObsidianGargoyle,62782,50,11,39
35429,Crusader,71952,48,65,40
35439,Naga,37646,55,16,37
35442,Minotaur,5324,9,55,94
35444,DendroidSoldier,3520,35,88,9
35448,RoyalGriffin,24499,12,66,2
35449,WolfRaider,4426,45,13,71
35451,Skeleton,1424,66,7,11
35452,Magog,74792,71,84,36
35455,Giant,5897,79,7,74
35456,WalkingDead,76388,32,97,48
35457,MagicElemental,37025,96,78,91
35459,Imp,44915,35,5,39
35463,DreadKnight,71465,43,47,89
35470,Gorgon,99211,10,58,64
35472,PowerLich,78576,67,52,94
35475,Troll,12143,67,8,10
35483,WoodElf,81980,6,71,32
35488,RustDragon,46251,57,56,37
35492,WolfRaider,34294,40,13,52
35493,Efreet,21812,8,84,16
35496,Hobgoblin,5175,47,47,36
35498,Archangel,75517,71,47,59
35501,Orc,52551,88,36,51
35504,StoneGargoyle,60056,28,43,99
35507,Cyclops,8327,84,87,16
35511,Archer,10463,67,91,93
35524,Rogue,91168,61,65,89
35526,DragonFly,53915,2,42,45
35527,AncientBehemoth,58411,97,50,44
35529,Phoenix,4764,44,21,63
35532,Scorpicore,86587,93,12,25
35534,EnergyElemental,88293,41,11,21
35541,Centaur,94307,37,97,52
35542,Angel,79341,19,58,47
35546,Zealot,5587,1,77,100
35547,Cerberus,82648,78,71,59
35565,AncientBehemoth,48341,43,33,20
35566,Peasant,66126,1,25,8
35577,Archangel,69064,63,10,41
35588,CyclopsKing,89685,13,1,24
35589,PowerLich,9989,41,24,22
35590,SerpentFly,20408,2,43,33
35592,Hobgoblin,13504,36,67,98
35593,Champion,84083,20,16,43
35595,PitFiend,40247,52,71,90
35598,Sprite,84556,52,47,42
35600,Dwarf,8480,6,42,95
35604,PowerLich,71402,48,4,75
35611,WyvernMonarch,26777,36,29,82
35623,Cavalier,93044,41,93,86
35624,WyvernMonarch,20073,67,77,94
35631,ObsidianGargoyle,10151,91,13,27
35632,ArchDevil,14012,67,2,2
35639,RoyalGriffin,31293,14,63,31
35642,Zealot,79627,69,84,73
35645,DendroidSoldier,92069,77,51,59
35652,Firebird,65106,76,77,100
35656,DendroidSoldier,70151,33,23,13
35657,RustDragon,65795,68,44,92
35658,Harpy,67566,46,17,57
35660,GhostDragon,52384,87,77,48
35669,Archer,97392,92,38,36
35674,CrystalDragon,32499,31,2,55
35677,HornedDemon,78686,47,15,70
35679,SerpentFly,16730,42,68,29
35682,HarpyHag,30152,26,93,7
35684,WoodElf,83605,46,69,4
35691,Ogre,40106,25,27,82
35693,BlackKnight,41196,84,31,48
35694,Thunderbird,39131,82,46,16
35698,CentaurCaptain,91863,73,41,8
35699,Firebird,32266,33,58,76
35703,Mage,47036,69,51,78
35704,GreaterBasilisk,93027,69,45,20
35709,VampireLord,70613,42,25,89
35710,StormElemental,87444,48,73,95
35711,Swordsman,21834,25,73,8
35718,WyvernMonarch,87580,22,6,28
35723,StoneGolem,90553,37,8,28
35736,GoldGolem,46397,15,46,83
35737,Minotaur,81800,41,57,54
35743,WyvernMonarch,79660,97,63,43
35745,Swordsman,95346,31,89,89
35747,Gorgon,2630,97,8,53
35749,Dwarf,33808,91,67,68
35753,SerpentFly,93902,79,45,4
35758,InfernalTroglodyte,65718,58,64,13
35759,Skeleton,27465,70,37,30
35761,Giant,54234,87,92,67
35762,Phoenix,59313,33,63,89
35766,Zombie,51870,43,9,11
35769,GreaterBasilisk,84682,83,51,86
35770,Lich,42262,60,27,1
35773,DendroidGuard,55217,69,75,45
35778,AzureDragon,25850,67,27,15
35780,WolfRaider,82890,89,82,5
35782,Minotaur,86026,77,6,100
35784,PowerLich,52226,30,23,70
35786,MedusaQueen,86784,15,38,63
35787,GhostDragon,80386,44,52,93
35795,Lizardman,21646,48,93,43
35802,DendroidSoldier,3960,37,93,30
35803,Dwarf,8856,21,92,100
35804,IceElemental,71448,93,61,31
35805,Goblin,39318,60,5,97
35811,MightyGorgon,26584,14,98,9
35813,Familiar,97627,8,92,6
35814,Familiar,31067,85,73,41
35820,GreenDragon,1921,42,57,47
35828,MagicElemental,6736,68,90,91
35834,Gremlin,23295,32,25,8
35838,SkeletonWarrior,18457,85,64,97
35839,Naga,29719,23,81,5
35844,Boar,42451,2,59,100
35846,Roc,34681,44,31,99
35861,Firebird,61350,84,30,32
35867,EarthElemental,85855,99,75,63
35880,Familiar,66642,67,26,88
35885,OrcChieftain,75621,55,24,63
35895,GreaterBasilisk,50680,29,1,1
35898,StoneGolem,153,40,57,8
35901,DendroidGuard,76448,54,33,33
35907,MinotaurKing,56363,81,85,81
35908,CyclopsKing,1434,49,84,56
35910,Behemoth,6658,53,43,35
35920,LizardWarrior,88163,55,30,92
35924,Champion,70589,50,56,87
35927,Gnoll,43542,81,36,19
35936,OgreMage,67741,25,80,52
35938,Troglodyte,30603,36,33,30
35941,AzureDragon,58769,80,62,59
35942,PsychicElemental,44726,85,8,60
35943,CrystalDragon,79299,28,96,96
35948,CrystalDragon,65459,33,89,35
35951,Centaur,12906,46,51,16
35958,GoldGolem,81730,37,98,15
35960,RustDragon,84077,54,26,77
35964,BattleDwarf,40394,10,95,20
35965,Gremlin,7233,62,79,48
35966,WolfRaider,55778,6,24,45
35967,AirElemental,61397,11,4,19
35974,ChaosHydra,1048,62,100,27
35977,Zombie,13326,19,55,1
35978,Marksman,14559,75,63,44
35982,Pikeman,50715,24,2,21
35985,Magog,22367,64,7,28
35986,WaterElemental,77337,27,77,77
35995,Angel,98255,84,75,39
35997,Beholder,17668,74,55,55
36003,DiamondGolem,77034,87,47,2
36009,Gorgon,54227,56,7,57
36022,Monk,38119,11,59,14
36029,Minotaur,83092,18,1,45
36030,Minotaur,35151,24,26,69
36033,Cerberus,76647,29,77,9
36034,Boar,30603,86,11,100
36044,Vampire,12041,46,2,33
36049,Roc,16145,46,62,19
36052,Champion,68836,28,72,81
36054,InfernalTroglodyte,54343,86,41,6
36061,Enchanter,12066,9,21,37
36069,Basilisk,29147,97,13,7
36070,Phoenix,52869,19,24,53
36071,IceElemental,47102,73,78,30
36073,MedusaQueen,58255,16,20,93
36078,Thunderbird,64039,70,33,94
36080,Angel,64280,40,37,77
36085,Archangel,32615,46,23,53
36092,Pikeman,78910,72,83,84
36093,Familiar,40181,6,23,5
36099,EvilEye,36309,6,93,93
36105,Unicorn,88915,27,29,61
36110,EarthElemental,82915,60,49,22
36111,Mummy,4565,63,62,92
36116,Archer,69213,70,66,49
36117,GhostDragon,10554,49,68,75
36120,CyclopsKing,84217,87,91,60
36124,WaterElemental,78970,43,93,4
36125,StoneGargoyle,19719,24,74,41
36133,Peasant,26203,51,14,41
36137,Wight,15045,49,92,89
36142,Enchanter,41211,2,43,38
36150,Archangel,96634,98,74,54
36151,Demon,55697,63,48,75
36155,NagaQueen,86846,10,50,74
36156,PowerLich,96301,92,35,16
36157,Gorgon,3220,70,92,46
36161,Devil,40471,84,63,99
36162,Hobgoblin,30846,64,58,78
36181,Gremlin,11444,48,70,76
36185,Zealot,63669,56,92,16
36186,Lizardman,51891,6,49,78
36196,Monk,39287,100,61,39
36199,BoneDragon,39641,27,20,61
36206,LizardWarrior,60341,32,40,39
36208,Centaur,81159,87,30,100
36212,Pegasus,53183,54,4,89
36216,PitLord,46546,43,17,85
36218,FireElemental,65397,24,46,98
36219,Titan,42039,65,61,64
36224,Magog,45588,97,98,59
36229,BlackKnight,60648,62,17,68
36230,GnollMarauder,864,53,46,30
36239,Roc,22703,57,91,36
36242,Scorpicore,87003,85,98,67
36243,RedDragon,5732,96,88,41
36246,Archer,7367,23,27,98
36249,Mummy,6929,69,51,96
36254,Medusa,70488,34,36,41
36255,Gog,73799,82,62,9
36256,Sprite,71061,40,30,20
36257,EfreetSultan,38930,88,86,34
36260,Naga,12964,23,100,72
36262,MasterGenie,17308,61,7,44
36263,SkeletonWarrior,90849,13,50,47
36265,BattleDwarf,49727,5,13,87
36266,Enchanter,76862,9,3,12
36272,EarthElemental,58807,44,83,80
36276,Marksman,64356,46,90,23
36281,EfreetSultan,81422,87,11,28
36284,IronGolem,29509,96,67,73
36291,OgreMage,70119,44,71,49
36293,RustDragon,91441,92,30,49
36295,Magog,54227,45,34,72
36297,Minotaur,68462,58,71,69
36299,IronGolem,47646,67,38,42
36304,OgreMage,93412,12,83,74
36312,Champion,97292,42,48,8
36319,Pikeman,29552,22,84,61
36323,WolfRaider,19928,84,6,94
36332,DendroidGuard,65502,76,60,91
36333,Gog,76353,61,68,5
36338,AncientBehemoth,38082,92,97,96
36342,Efreet,13847,4,62,39
36343,WarUnicorn,22297,53,76,35
36348,Goblin,4327,2,3,65
36353,Naga,77808,1,8,41
36355,RustDragon,2754,71,14,7
36357,Lich,49691,57,72,80
36360,CyclopsKing,80521,51,12,2
36364,Troglodyte,91130,87,41,18
36365,Magog,84491,8,20,63
36367,SerpentFly,38649,82,95,100
36374,WoodElf,57922,64,70,38
36375,GreenDragon,22020,51,50,3
36378,RoyalGriffin,93445,60,71,75
36380,Imp,89060,46,5,34
36381,Sharpshooter,62951,16,43,38
36385,Devil,31094,76,83,96
36391,WalkingDead,9491,21,44,3
36395,Harpy,67679,90,7,21
36403,OgreMage,60341,39,70,78
36411,Gremlin,4632,51,9,73
36412,Wight,81276,83,40,25
36413,MinotaurKing,78200,62,97,79
36416,StormElemental,73135,53,6,42
36419,WalkingDead,98757,5,39,19
36427,Hydra,76219,30,33,66
36437,Phoenix,8722,65,100,15
36439,Gnoll,41094,56,15,21
36443,Hydra,97070,38,5,21
36447,Cyclops,26538,52,30,33
36448,Cavalier,16566,53,47,45
36449,StormElemental,14533,91,47,10
36451,Enchanter,73387,52,14,1
36454,Familiar,40627,62,40,91
36462,MasterGremlin,22157,57,14,27
36465,SkeletonWarrior,69029,79,69,82
36471,Gremlin,35862,89,56,41
36473,Gog,86111,98,83,96
36474,Behemoth,43845,89,3,21
36480,MasterGremlin,36422,36,61,25
36484,Zombie,77530,34,71,65
36486,Imp,18257,15,28,61
36489,MagmaElemental,46717,77,1,83
36492,Mage,53915,5,41,66
36493,WarUnicorn,50599,19,28,39
36502,AncientBehemoth,49161,40,82,51
36517,Beholder,16528,52,33,70
36518,MasterGenie,16087,51,21,41
36521,PitLord,51886,54,16,59
36522,FireElemental,42815,14,48,58
36525,SilverPegasus,17339,11,58,41
36527,Marksman,10483,36,49,33
36528,Gog,22161,52,99,91
36530,AirElemental,7917,64,9,45
36532,PitFiend,88544,74,66,63
36533,Vampire,77771,39,1,30
36535,DreadKnight,31702,81,6,94
36536,Wraith,41696,81,24,32
36539,Pikeman,86850,97,100,77
36541,EfreetSultan,60790,37,26,21
36542,NagaQueen,40644,7,64,7
36545,GnollMarauder,17845,36,53,75
36546,Archer,48390,92,13,70
36547,BlackKnight,76047,6,66,61
36548,Gremlin,59771,82,67,7
36552,ObsidianGargoyle,13755,18,14,58
36556,ArchMage,34569,79,90,99
36561,Titan,32097,41,22,72
36566,BlackDragon,9568,53,12,30
36569,Halberdier,33587,86,14,46
36573,HellHound,66306,44,1,9
36583,Minotaur,8490,8,4,86
36587,Zombie,90666,42,16,41
36593,StormElemental,68147,16,76,34
36597,HornedDemon,709,68,62,88
36598,Halberdier,63265,2,72,9
36604,Boar,54862,83,69,59
36605,Boar,50715,31,82,82
36607,SerpentFly,57565,27,77,44
36608,Griffin,62652,61,49,77
36612,Angel,57694,86,91,85
36613,Zombie,67579,31,65,97
36615,IceElemental,21404,86,61,93
36620,Familiar,40605,11,4,97
36621,Giant,31623,28,79,43
36631,Ogre,85195,4,18,14
36633,StormElemental,18461,93,3,66
36635,HellHound,19708,44,80,67
36640,Halberdier,8066,57,35,59
36644,Halfling,3284,67,79,84
36645,EfreetSultan,37079,22,76,92
36646,MasterGenie,15432,38,52,89
36652,Griffin,3686,93,92,87
36655,Peasant,64663,49,47,61
36658,PsychicElemental,49133,52,44,64
36660,StoneGargoyle,55684,63,62,79
36661,MedusaQueen,48323,71,90,42
36663,Dwarf,6076,78,67,61
36665,InfernalTroglodyte,90163,80,87,86
36668,FaerieDragon,55967,36,87,37
36673,BlackDragon,44467,89,81,9
36674,Peasant,99722,41,57,81
36675,AirElemental,21110,68,31,17
36678,MightyGorgon,64772,96,30,16
36687,Sharpshooter,628,37,32,92
36688,NagaQueen,30952,100,13,55
36689,ObsidianGargoyle,21430,97,54,66
36691,Cerberus,36195,26,75,95
36693,Demon,84956,74,33,71
36699,Giant,98554,88,21,67
36700,Vampire,65903,83,56,59
36702,Demon,45824,93,38,94
36704,Naga,74334,56,20,92
36711,ObsidianGargoyle,8409,27,86,100
36716,SerpentFly,75247,1,60,86
36718,DendroidSoldier,9935,88,65,13
36723,Genie,60304,74,22,12
36726,Angel,24114,19,79,2
36733,Enchanter,4817,24,22,29
36738,CrystalDragon,12541,63,98,36
36740,Magog,53703,29,78,23
36742,EvilEye,39013,11,45,28
36744,Manticore,43984,16,4,62
36745,MagmaElemental,64190,49,57,50
36753,Imp,88724,3,20,69
36755,Hydra,36616,96,89,16
36761,Demon,76576,32,30,32
36766,StormElemental,9729,3,81,87
36767,WarUnicorn,40733,20,77,4
36769,Hydra,78099,12,11,87
36773,InfernalTroglodyte,94641,76,27,47
36777,Marksman,2463,72,9,34
36783,Monk,62225,97,69,95
36785,PitLord,21959,31,47,2
36786,AzureDragon,42818,6,77,73
36790,StoneGargoyle,97215,51,98,83
36793,WolfRaider,58545,67,28,15
36794,BoneDragon,82943,28,5,76
36795,DendroidGuard,59335,64,47,21
36798,Champion,36421,70,100,79
36799,Demon,95426,53,43,77
36800,StormElemental,79782,47,66,19
36805,Troll,92082,83,15,53
36808,Gnoll,3900,2,13,34
36811,AncientBehemoth,61991,99,58,76
